NAME                                                            CPU(cores)   MEMORY(bytes)   
osg-omgmt1048-group-1-v6-b6f47c5f7-bf5qs                        22m          1443Mi          
osg-omgmt1048-group-1-v6-b6f47c5f7-fflzv                        20m          1472Mi          
osg-omgmt1049-group-1-v6-6fc6c6dff-58fd8                        26m          1463Mi          
osg-omgmt1049-group-1-v6-6fc6c6dff-bg66j                        27m          1437Mi          
osg-omgmt1050-group-1-v13-757ccbbd86-6fgzq                      103m         2627Mi          
osg-omgmt1050-group-1-v13-757ccbbd86-m888s                      96m          2510Mi          
osg-omgmt1051-group-1-v10-f5959d4b9-58vch                       48m          1518Mi          
osg-omgmt1051-group-1-v10-f5959d4b9-rbwp2                       47m          1563Mi          
osg-omgmt1052-group-1-v10-bcbfddc8b-5tcgd                       58m          3349Mi          
osg-omgmt1052-group-1-v10-bcbfddc8b-8fsdn                       46m          3355Mi          
osg-omgmt1053-group-1-v11-597949b66-bkmsq                       82m          1549Mi          
osg-omgmt1053-group-1-v11-597949b66-fh7bn                       62m          1490Mi          
osg-omgmt1055-group-1-v12-7c6877c9cc-2vx6f                      224m         3567Mi          
osg-omgmt1055-group-1-v12-7c6877c9cc-r25xx                      154m         3509Mi          
osg-omgmt1055-group-1-v12-7c6877c9cc-rjvrz                      142m         3501Mi          
osg-omgmt1055-group-1-v12-7c6877c9cc-sp6n5                      237m         3549Mi          
osg-omgmt1056-group-1-v14-956f978ff-9blkn                       64m          2635Mi          
osg-omgmt1056-group-1-v14-956f978ff-dbvrb                       49m          2562Mi          
osg-omgmt1056-group-1-v14-956f978ff-j5lfb                       78m          2656Mi          
osg-omgmt1056-group-1-v14-956f978ff-l4srt                       58m          2618Mi          
osg-omgmt1056-group-1-v14-956f978ff-mr49f                       65m          2625Mi          
osg-omgmt1056-group-1-v14-956f978ff-pbz9p                       59m          2662Mi          
osg-omgmt1056-group-1-v14-956f978ff-wswrs                       41m          2673Mi          
osg-omgmt1057-group-1-v10-7575bff969-n4h6z                      57m          2835Mi          
osg-omgmt1057-group-1-v10-7575bff969-ndn89                      51m          2844Mi          
osg-omgmt1057-group-1-v10-7575bff969-qxgxz                      63m          2907Mi          
osg-p0016-group-1-v3-67d9f6bcf7-4f8cx                           29m          2901Mi          
osg-p0016-group-1-v3-67d9f6bcf7-f458c                           23m          2965Mi          
osg-p0016-group-1-v3-67d9f6bcf7-fd4wn                           27m          2901Mi          
osg-p0016-group-1-v3-67d9f6bcf7-l86tj                           40m          2955Mi          
osg-p0016-group-1-v3-67d9f6bcf7-mlscm                           33m          2869Mi          
osg-p0016-group-1-v3-67d9f6bcf7-mv56g                           27m          2948Mi          
osg-p0016-group-1-v3-67d9f6bcf7-nq6fb                           29m          2910Mi          
osg-p0016-group-1-v3-67d9f6bcf7-t2jfz                           36m          2919Mi          
osg-p0016-group-1-v3-67d9f6bcf7-vxwfc                           30m          2807Mi          
osg-p0016-group-1-v3-67d9f6bcf7-x4j5h                           36m          2924Mi          
osg-ydzs-eknow001-group-1-v12-798ffb59bd-hmsd4                  69m          1608Mi          
osg-ydzs-eknow001-group-1-v12-798ffb59bd-pv8z6                  64m          1559Mi          
