NAME                                                             CPU(cores)   MEMORY(bytes)   
emss-msc-querydata-subdomain-group-1-v8-d867fc565-5bphw          127m         2880Mi          
emss-msc-querydata-subdomain-group-1-v8-d867fc565-6jckc          204m         2845Mi          
emss-msc-querydata-subdomain-group-1-v8-d867fc565-fvkxn          250m         2803Mi          
emss-msc-querydata-subdomain-group-1-v8-d867fc565-ljjzb          192m         2942Mi          
emss-msc-querydata-subdomain-group-1-v8-d867fc565-msd6h          121m         2826Mi          
emss-msc-querydata-subdomain-group-1-v8-d867fc565-rhv22          213m         2777Mi          
emss-msc-querydata-subdomain-group-1-v8-d867fc565-rjx6p          117m         2798Mi          
emss-msc-querydata-subdomain-group-1-v8-d867fc565-tzdhn          263m         2962Mi          
emss-msc-querydata-subdomain-group-1-v8-d867fc565-xwdzr          125m         2833Mi          
emss-msc-querydata-subdomain-group-1-v8-d867fc565-zb8mv          123m         2798Mi          
emss-msc-sendappmessage-subdomain-group-1-v10-5b7c6f7b9c-7l62f   607m         3081Mi          
emss-msc-sendappmessage-subdomain-group-1-v10-5b7c6f7b9c-88xlc   1454m        3310Mi          
emss-msc-sendappmessage-subdomain-group-1-v10-5b7c6f7b9c-8rvrr   643m         3022Mi          
emss-msc-sendappmessage-subdomain-group-1-v10-5b7c6f7b9c-8t86j   1143m        3143Mi          
emss-msc-sendappmessage-subdomain-group-1-v10-5b7c6f7b9c-9v8dg   568m         3086Mi          
emss-msc-sendappmessage-subdomain-group-1-v10-5b7c6f7b9c-cv2zg   1266m        3218Mi          
emss-msc-sendappmessage-subdomain-group-1-v10-5b7c6f7b9c-dnh4z   597m         3102Mi          
emss-msc-sendappmessage-subdomain-group-1-v10-5b7c6f7b9c-kff85   639m         3003Mi          
emss-msc-sendappmessage-subdomain-group-1-v10-5b7c6f7b9c-kwpjb   632m         3045Mi          
emss-msc-sendappmessage-subdomain-group-1-v10-5b7c6f7b9c-mzvz5   1369m        3276Mi          
emss-msc-sendappmessage-subdomain-group-1-v10-5b7c6f7b9c-nk4lz   567m         3033Mi          
emss-msc-sendappmessage-subdomain-group-1-v10-5b7c6f7b9c-q6j2z   1314m        3086Mi          
emss-msc-sendappmessage-subdomain-group-1-v10-5b7c6f7b9c-qwrmr   1973m        3314Mi          
emss-msc-sendappmessage-subdomain-group-1-v10-5b7c6f7b9c-s6ktl   562m         2977Mi          
emss-msc-sendappmessage-subdomain-group-1-v10-5b7c6f7b9c-vcf5f   590m         3098Mi          
emss-msc-sendappmessage-subdomain-group-1-v10-5b7c6f7b9c-w5n76   579m         3016Mi          
emss-msc-sendappmessage-subdomain-group-1-v10-5b7c6f7b9c-wj24h   584m         2990Mi          
emss-msc-sendappmessage-subdomain-group-1-v10-5b7c6f7b9c-z2s6f   1443m        3217Mi          
emss-msc-sendappmessage-subdomain-group-1-v10-5b7c6f7b9c-z6rwd   635m         3059Mi          
emss-msc-sendappmessage-subdomain-group-1-v10-5b7c6f7b9c-zbgrx   596m         3035Mi          
emss-msc-sendmessage-subdomain-group-1-v13-585b87d7b7-77g92      75m          1566Mi          
emss-msc-sendmessage-subdomain-group-1-v13-585b87d7b7-8rbk2      31m          1576Mi          
emss-msc-sendmessage-subdomain-group-1-v13-585b87d7b7-btptq      29m          1620Mi          
emss-msc-sendmessage-subdomain-group-1-v13-585b87d7b7-bwtnf      48m          1602Mi          
emss-msc-sendmessage-subdomain-group-1-v13-585b87d7b7-hg5zv      28m          1639Mi          
emss-msc-sendmessage-subdomain-group-1-v13-585b87d7b7-nwfx7      26m          1588Mi          
emss-msc-sendmessage-subdomain-group-1-v13-585b87d7b7-qggqf      52m          1643Mi          
emss-msc-sendmessage-subdomain-group-1-v13-585b87d7b7-tsb54      47m          1607Mi          
emss-odc-drds-data-group-1-v17-7bf5984648-497k6                  203m         5759Mi          
emss-odc-drds-data-group-1-v17-7bf5984648-5xxll                  154m         5790Mi          
emss-odc-drds-data-group-1-v17-7bf5984648-6ngpk                  176m         5788Mi          
emss-odc-drds-data-group-1-v17-7bf5984648-6x8rn                  157m         5811Mi          
emss-odc-drds-data-group-1-v17-7bf5984648-9n7m8                  95m          5549Mi          
emss-odc-drds-data-group-1-v17-7bf5984648-b8wf7                  91m          5732Mi          
emss-odc-drds-data-group-1-v17-7bf5984648-bd2ww                  104m         5716Mi          
emss-odc-drds-data-group-1-v17-7bf5984648-bdg2p                  95m          5721Mi          
emss-odc-drds-data-group-1-v17-7bf5984648-ch6bv                  165m         5782Mi          
emss-odc-drds-data-group-1-v17-7bf5984648-d8swn                  162m         5692Mi          
emss-odc-drds-data-group-1-v17-7bf5984648-dwx5s                  163m         5798Mi          
emss-odc-drds-data-group-1-v17-7bf5984648-j6d5f                  207m         5791Mi          
emss-odc-drds-data-group-1-v17-7bf5984648-kr8kk                  101m         5454Mi          
emss-odc-drds-data-group-1-v17-7bf5984648-ksb9j                  171m         5793Mi          
emss-odc-drds-data-group-1-v17-7bf5984648-mf2wr                  100m         5538Mi          
emss-odc-drds-data-group-1-v17-7bf5984648-pt4k9                  123m         5821Mi          
emss-odc-drds-data-group-1-v17-7bf5984648-rdmrx                  169m         5634Mi          
emss-odc-drds-data-group-1-v17-7bf5984648-rv82v                  163m         5768Mi          
emss-odc-drds-data-group-1-v17-7bf5984648-t6kll                  95m          5797Mi          
emss-odc-drds-data-group-1-v17-7bf5984648-tbctp                  101m         5693Mi          
emss-odc-drds-data-group-1-v17-7bf5984648-th8jk                  199m         5771Mi          
emss-odc-drds-data-group-1-v17-7bf5984648-tmwhv                  174m         5793Mi          
emss-odc-drds-data-group-1-v17-7bf5984648-tp754                  106m         5545Mi          
emss-odc-drds-data-group-1-v17-7bf5984648-v6tqp                  183m         5727Mi          
emss-odc-drds-data-group-1-v17-7bf5984648-xb7tb                  95m          5768Mi          
emss-odc-drds-data-group-1-v17-7bf5984648-xsfbj                  207m         5742Mi          
emss-odc-drds-data-group-1-v17-7bf5984648-z5b5v                  98m          5724Mi          
emss-odc-drds-data-group-1-v17-7bf5984648-zvjp9                  97m          5453Mi          
emss-odc-oracle-data-group-1-v9-5f88996b76-2v985                 15m          2584Mi          
emss-odc-oracle-data-group-1-v9-5f88996b76-b6tgq                 16m          2582Mi          
emss-odc-oracle-data-group-1-v9-5f88996b76-brbcb                 40m          2541Mi          
emss-odc-oracle-data-group-1-v9-5f88996b76-dz7ll                 18m          2562Mi          
emss-odc-oracle-data-group-1-v9-5f88996b76-jpfmf                 17m          2564Mi          
emss-odc-oracle-data-group-1-v9-5f88996b76-rtm25                 17m          2569Mi          
emss-odc-oracle-data-group-1-v9-5f88996b76-s5nrc                 15m          2571Mi          
emss-odc-oracle-data-group-1-v9-5f88996b76-s7pbg                 16m          2566Mi          
emss-odc-ordercud-subdomain-group-1-v16-74d9ddcc68-5q6xt         57m          4029Mi          
emss-odc-ordercud-subdomain-group-1-v16-74d9ddcc68-9qn8w         51m          4364Mi          
emss-odc-ordercud-subdomain-group-1-v16-74d9ddcc68-b2rvf         86m          4375Mi          
emss-odc-ordercud-subdomain-group-1-v16-74d9ddcc68-dn8s6         56m          4071Mi          
emss-odc-ordercud-subdomain-group-1-v16-74d9ddcc68-klbd7         56m          4178Mi          
emss-odc-ordercud-subdomain-group-1-v16-74d9ddcc68-kvg5s         57m          4021Mi          
emss-odc-ordercud-subdomain-group-1-v16-74d9ddcc68-ntmzh         53m          4084Mi          
emss-odc-ordercud-subdomain-group-1-v16-74d9ddcc68-r6b4q         91m          4366Mi          
emss-odc-ordercud-subdomain-group-1-v16-74d9ddcc68-t2m9c         52m          4279Mi          
emss-odc-ordercud-subdomain-group-1-v16-74d9ddcc68-zx4pc         95m          4393Mi          
emss-odc-ordersync-subdomain-group-1-v13-68b8fd7876-2m45z        71m          4231Mi          
emss-odc-ordersync-subdomain-group-1-v13-68b8fd7876-9rnnt        155m         4537Mi          
emss-odc-ordersync-subdomain-group-1-v13-68b8fd7876-bzx8q        87m          4587Mi          
emss-odc-ordersync-subdomain-group-1-v13-68b8fd7876-cfwhc        74m          4582Mi          
emss-odc-ordersync-subdomain-group-1-v13-68b8fd7876-d9t5t        77m          4564Mi          
emss-odc-ordersync-subdomain-group-1-v13-68b8fd7876-dcnp2        79m          4595Mi          
emss-odc-ordersync-subdomain-group-1-v13-68b8fd7876-dv6zn        78m          4257Mi          
emss-odc-ordersync-subdomain-group-1-v13-68b8fd7876-tphlj        82m          4564Mi          
emss-odc-ordersync-subdomain-group-1-v13-68b8fd7876-z744q        69m          4551Mi          
emss-odc-ordersync-subdomain-group-1-v13-68b8fd7876-zqmkc        74m          4567Mi          
emss-pfa-alipaypush-front-group-1-v2-56db59d87d-d27vd            55m          2091Mi          
emss-pfa-alipaypush-front-group-1-v2-56db59d87d-h9ngl            71m          2128Mi          
emss-pfa-alipaypush-front-group-1-v2-56db59d87d-k9wv8            41m          2071Mi          
emss-pfa-alipaypush-front-group-1-v2-56db59d87d-nm4gl            51m          2165Mi          
emss-pfa-alipaypush-front-group-1-v2-56db59d87d-qkqrj            41m          2080Mi          
emss-pfa-homepage-front-group-1-v11-bb7455fb9-22wz2              584m         3446Mi          
emss-pfa-homepage-front-group-1-v11-bb7455fb9-2k566              659m         3468Mi          
emss-pfa-homepage-front-group-1-v11-bb7455fb9-42hb9              300m         3574Mi          
emss-pfa-homepage-front-group-1-v11-bb7455fb9-4jgq5              325m         3543Mi          
emss-pfa-homepage-front-group-1-v11-bb7455fb9-5thxc              600m         3561Mi          
emss-pfa-homepage-front-group-1-v11-bb7455fb9-7rxdf              576m         3582Mi          
emss-pfa-homepage-front-group-1-v11-bb7455fb9-82qrw              267m         3554Mi          
emss-pfa-homepage-front-group-1-v11-bb7455fb9-8sfsq              258m         3489Mi          
emss-pfa-homepage-front-group-1-v11-bb7455fb9-968ff              676m         3571Mi          
emss-pfa-homepage-front-group-1-v11-bb7455fb9-9m429              304m         3553Mi          
emss-pfa-homepage-front-group-1-v11-bb7455fb9-cdjjm              265m         3569Mi          
emss-pfa-homepage-front-group-1-v11-bb7455fb9-chqqq              284m         3569Mi          
emss-pfa-homepage-front-group-1-v11-bb7455fb9-dlrhq              276m         3551Mi          
emss-pfa-homepage-front-group-1-v11-bb7455fb9-dplfl              789m         3551Mi          
emss-pfa-homepage-front-group-1-v11-bb7455fb9-dw87t              293m         3575Mi          
emss-pfa-homepage-front-group-1-v11-bb7455fb9-fdjzx              782m         3558Mi          
emss-pfa-homepage-front-group-1-v11-bb7455fb9-ftvz4              331m         3567Mi          
emss-pfa-homepage-front-group-1-v11-bb7455fb9-hdllk              680m         3464Mi          
emss-pfa-homepage-front-group-1-v11-bb7455fb9-hj6s2              292m         3566Mi          
emss-pfa-homepage-front-group-1-v11-bb7455fb9-j9gjg              272m         3564Mi          
emss-pfa-homepage-front-group-1-v11-bb7455fb9-jq722              641m         3497Mi          
emss-pfa-homepage-front-group-1-v11-bb7455fb9-jv6p5              272m         3548Mi          
emss-pfa-homepage-front-group-1-v11-bb7455fb9-kb62q              270m         3544Mi          
emss-pfa-homepage-front-group-1-v11-bb7455fb9-lhp9r              276m         3552Mi          
emss-pfa-homepage-front-group-1-v11-bb7455fb9-mdcsk              617m         3377Mi          
emss-pfa-homepage-front-group-1-v11-bb7455fb9-nb87k              311m         3550Mi          
emss-pfa-homepage-front-group-1-v11-bb7455fb9-nzxk5              276m         3555Mi          
emss-pfa-homepage-front-group-1-v11-bb7455fb9-qbkts              279m         3564Mi          
emss-pfa-homepage-front-group-1-v11-bb7455fb9-qckhn              273m         3557Mi          
emss-pfa-homepage-front-group-1-v11-bb7455fb9-qmjs8              652m         3584Mi          
emss-pfa-homepage-front-group-1-v11-bb7455fb9-qmvp6              268m         3555Mi          
emss-pfa-homepage-front-group-1-v11-bb7455fb9-rxc9t              656m         3573Mi          
emss-pfa-homepage-front-group-1-v11-bb7455fb9-s5lxp              281m         3553Mi          
emss-pfa-homepage-front-group-1-v11-bb7455fb9-scpxk              603m         3436Mi          
emss-pfa-homepage-front-group-1-v11-bb7455fb9-spcdb              296m         3553Mi          
emss-pfa-homepage-front-group-1-v11-bb7455fb9-tgmp8              636m         3461Mi          
emss-pfa-homepage-front-group-1-v11-bb7455fb9-tt2c7              581m         3577Mi          
emss-pfa-homepage-front-group-1-v11-bb7455fb9-whsks              280m         3552Mi          
emss-pfa-homepage-front-group-1-v11-bb7455fb9-wn6g5              270m         3571Mi          
emss-pfa-homepage-front-group-1-v11-bb7455fb9-xm7dh              577m         3517Mi          
emss-pfa-innerpush-front-group-1-v2-6cbffbcf6-kx6fd              87m          4433Mi          
emss-pfa-innerpush-front-group-1-v2-6cbffbcf6-lcrc2              81m          4459Mi          
emss-pfa-innerpush-front-group-1-v2-6cbffbcf6-lwkwx              81m          4493Mi          
emss-pfa-innerpush-front-group-1-v2-6cbffbcf6-m8mcz              80m          4459Mi          
emss-pfa-innerpush-front-group-1-v2-6cbffbcf6-n7p8m              99m          4436Mi          
emss-pfa-innerpush-front-group-1-v2-6cbffbcf6-rwsj4              87m          4508Mi          
emss-pfa-innerpush-front-group-1-v2-6cbffbcf6-tzvps              102m         4429Mi          
emss-pfa-innerpush-front-group-1-v2-6cbffbcf6-vdtk4              85m          4401Mi          
emss-pfa-oper-front-group-1-v7-78b4cfcd55-2hlz2                  88m          4091Mi          
emss-pfa-oper-front-group-1-v7-78b4cfcd55-494hl                  43m          3610Mi          
emss-pfa-oper-front-group-1-v7-78b4cfcd55-4qpvt                  85m          3856Mi          
emss-pfa-oper-front-group-1-v7-78b4cfcd55-7jxd7                  114m         3787Mi          
emss-pfa-oper-front-group-1-v7-78b4cfcd55-8g66w                  92m          4377Mi          
emss-pfa-oper-front-group-1-v7-78b4cfcd55-cr56l                  88m          4150Mi          
emss-pfa-oper-front-group-1-v7-78b4cfcd55-fx77v                  88m          3745Mi          
emss-pfa-oper-front-group-1-v7-78b4cfcd55-ght45                  54m          3793Mi          
emss-pfa-oper-front-group-1-v7-78b4cfcd55-h5j7r                  91m          3197Mi          
emss-pfa-oper-front-group-1-v7-78b4cfcd55-jgft7                  46m          3772Mi          
emss-pfa-oper-front-group-1-v7-78b4cfcd55-k496l                  49m          3998Mi          
emss-pfa-oper-front-group-1-v7-78b4cfcd55-mj4pd                  46m          3741Mi          
emss-pfa-oper-front-group-1-v7-78b4cfcd55-mk6s4                  99m          4465Mi          
emss-pfa-oper-front-group-1-v7-78b4cfcd55-ngsnf                  47m          3818Mi          
emss-pfa-oper-front-group-1-v7-78b4cfcd55-nwss7                  44m          3788Mi          
emss-pfa-oper-front-group-1-v7-78b4cfcd55-q6k4j                  97m          4378Mi          
emss-pfa-oper-front-group-1-v7-78b4cfcd55-rh4hr                  84m          3793Mi          
emss-pfa-oper-front-group-1-v7-78b4cfcd55-tl9gs                  104m         3748Mi          
emss-pfa-oper-front-group-1-v7-78b4cfcd55-wwwqm                  46m          3752Mi          
emss-pfa-oper-front-group-1-v7-78b4cfcd55-znqtr                  41m          3553Mi          
emss-pfa-pro-front-group-1-v19-5dd44c897d-44brn                  264m         5814Mi          
emss-pfa-pro-front-group-1-v19-5dd44c897d-4mv5l                  281m         6217Mi          
emss-pfa-pro-front-group-1-v19-5dd44c897d-4p62p                  208m         6238Mi          
emss-pfa-pro-front-group-1-v19-5dd44c897d-4rkhq                  230m         6087Mi          
emss-pfa-pro-front-group-1-v19-5dd44c897d-582jk                  240m         6117Mi          
emss-pfa-pro-front-group-1-v19-5dd44c897d-59wxl                  109m         5835Mi          
emss-pfa-pro-front-group-1-v19-5dd44c897d-5kq58                  123m         6033Mi          
emss-pfa-pro-front-group-1-v19-5dd44c897d-7ftk5                  121m         5688Mi          
emss-pfa-pro-front-group-1-v19-5dd44c897d-7zslx                  111m         6023Mi          
emss-pfa-pro-front-group-1-v19-5dd44c897d-852nm                  242m         6034Mi          
emss-pfa-pro-front-group-1-v19-5dd44c897d-87b5r                  116m         5733Mi          
emss-pfa-pro-front-group-1-v19-5dd44c897d-c464f                  200m         6001Mi          
emss-pfa-pro-front-group-1-v19-5dd44c897d-c6nz7                  110m         5783Mi          
emss-pfa-pro-front-group-1-v19-5dd44c897d-chl2n                  306m         5806Mi          
emss-pfa-pro-front-group-1-v19-5dd44c897d-cwgxk                  187m         6147Mi          
emss-pfa-pro-front-group-1-v19-5dd44c897d-d9bhb                  214m         5852Mi          
emss-pfa-pro-front-group-1-v19-5dd44c897d-dpfzw                  192m         6050Mi          
emss-pfa-pro-front-group-1-v19-5dd44c897d-f9vwz                  226m         6070Mi          
emss-pfa-pro-front-group-1-v19-5dd44c897d-fmntx                  131m         5286Mi          
emss-pfa-pro-front-group-1-v19-5dd44c897d-fn6z2                  112m         5670Mi          
emss-pfa-pro-front-group-1-v19-5dd44c897d-g2xmv                  111m         5953Mi          
emss-pfa-pro-front-group-1-v19-5dd44c897d-gfqgj                  200m         5884Mi          
emss-pfa-pro-front-group-1-v19-5dd44c897d-gr7g6                  105m         5795Mi          
emss-pfa-pro-front-group-1-v19-5dd44c897d-hk9lr                  122m         5830Mi          
emss-pfa-pro-front-group-1-v19-5dd44c897d-hwk5t                  111m         5817Mi          
emss-pfa-pro-front-group-1-v19-5dd44c897d-j6sd7                  215m         6111Mi          
emss-pfa-pro-front-group-1-v19-5dd44c897d-jg267                  269m         5900Mi          
emss-pfa-pro-front-group-1-v19-5dd44c897d-jw772                  230m         6074Mi          
emss-pfa-pro-front-group-1-v19-5dd44c897d-kr5g8                  322m         5860Mi          
emss-pfa-pro-front-group-1-v19-5dd44c897d-lgzs5                  100m         5870Mi          
emss-pfa-pro-front-group-1-v19-5dd44c897d-lr7gk                  103m         5833Mi          
emss-pfa-pro-front-group-1-v19-5dd44c897d-m27hb                  111m         5953Mi          
emss-pfa-pro-front-group-1-v19-5dd44c897d-m44g6                  214m         7327Mi          
emss-pfa-pro-front-group-1-v19-5dd44c897d-m7x8f                  204m         5910Mi          
emss-pfa-pro-front-group-1-v19-5dd44c897d-ndbjt                  194m         6066Mi          
emss-pfa-pro-front-group-1-v19-5dd44c897d-nx9d5                  204m         5828Mi          
emss-pfa-pro-front-group-1-v19-5dd44c897d-pt4vf                  278m         5901Mi          
emss-pfa-pro-front-group-1-v19-5dd44c897d-qr4wn                  126m         5999Mi          
emss-pfa-pro-front-group-1-v19-5dd44c897d-skhqd                  105m         5732Mi          
emss-pfa-pro-front-group-1-v19-5dd44c897d-sqqhk                  106m         5691Mi          
emss-pfa-pro-front-group-1-v19-5dd44c897d-ssgdq                  194m         6000Mi          
emss-pfa-pro-front-group-1-v19-5dd44c897d-tlpgc                  205m         6260Mi          
emss-pfa-pro-front-group-1-v19-5dd44c897d-wkmck                  184m         6260Mi          
emss-pfa-pro-front-group-1-v19-5dd44c897d-xrqrq                  112m         6073Mi          
emss-pfa-pro-front-group-1-v19-5dd44c897d-zzkwq                  113m         5853Mi          
emss-pfa-syncorder-front-group-1-v17-55cbd48bf8-26zz5            171m         5424Mi          
emss-pfa-syncorder-front-group-1-v17-55cbd48bf8-4lh44            72m          5345Mi          
emss-pfa-syncorder-front-group-1-v17-55cbd48bf8-5z8h8            79m          4860Mi          
emss-pfa-syncorder-front-group-1-v17-55cbd48bf8-6jwlv            134m         5391Mi          
emss-pfa-syncorder-front-group-1-v17-55cbd48bf8-6x6p9            71m          5393Mi          
emss-pfa-syncorder-front-group-1-v17-55cbd48bf8-8cggd            149m         5392Mi          
emss-pfa-syncorder-front-group-1-v17-55cbd48bf8-8wc8g            68m          4970Mi          
emss-pfa-syncorder-front-group-1-v17-55cbd48bf8-9c565            142m         5395Mi          
emss-pfa-syncorder-front-group-1-v17-55cbd48bf8-9ffs6            59m          5358Mi          
emss-pfa-syncorder-front-group-1-v17-55cbd48bf8-b74vj            78m          5332Mi          
emss-pfa-syncorder-front-group-1-v17-55cbd48bf8-cscnc            178m         5400Mi          
emss-pfa-syncorder-front-group-1-v17-55cbd48bf8-dlccp            55m          5289Mi          
emss-pfa-syncorder-front-group-1-v17-55cbd48bf8-f5pgq            69m          5040Mi          
emss-pfa-syncorder-front-group-1-v17-55cbd48bf8-f5x57            80m          5364Mi          
emss-pfa-syncorder-front-group-1-v17-55cbd48bf8-frqhw            64m          5330Mi          
emss-pfa-syncorder-front-group-1-v17-55cbd48bf8-g2ljx            67m          5302Mi          
emss-pfa-syncorder-front-group-1-v17-55cbd48bf8-g77fv            69m          4778Mi          
emss-pfa-syncorder-front-group-1-v17-55cbd48bf8-gdftq            115m         5423Mi          
emss-pfa-syncorder-front-group-1-v17-55cbd48bf8-gfzj8            138m         5386Mi          
emss-pfa-syncorder-front-group-1-v17-55cbd48bf8-hmlhz            62m          5303Mi          
emss-pfa-syncorder-front-group-1-v17-55cbd48bf8-j5whh            150m         5281Mi          
emss-pfa-syncorder-front-group-1-v17-55cbd48bf8-jqmh8            143m         5359Mi          
emss-pfa-syncorder-front-group-1-v17-55cbd48bf8-ksp42            146m         5373Mi          
emss-pfa-syncorder-front-group-1-v17-55cbd48bf8-kw9xr            77m          5220Mi          
emss-pfa-syncorder-front-group-1-v17-55cbd48bf8-l69j5            127m         5374Mi          
emss-pfa-syncorder-front-group-1-v17-55cbd48bf8-ls4xh            78m          5284Mi          
emss-pfa-syncorder-front-group-1-v17-55cbd48bf8-nncjl            63m          5245Mi          
emss-pfa-syncorder-front-group-1-v17-55cbd48bf8-npwmz            79m          5281Mi          
emss-pfa-syncorder-front-group-1-v17-55cbd48bf8-q4fm5            70m          4941Mi          
emss-pfa-syncorder-front-group-1-v17-55cbd48bf8-qqtcm            73m          5224Mi          
emss-pfa-syncorder-front-group-1-v17-55cbd48bf8-r9qlw            163m         5302Mi          
emss-pfa-syncorder-front-group-1-v17-55cbd48bf8-t5m8v            68m          5265Mi          
emss-pfa-syncorder-front-group-1-v17-55cbd48bf8-t84xj            164m         5278Mi          
emss-pfa-syncorder-front-group-1-v17-55cbd48bf8-v72lm            147m         5400Mi          
emss-pfa-syncorder-front-group-1-v17-55cbd48bf8-v7jpg            68m          5418Mi          
emss-pfa-syncorder-front-group-1-v17-55cbd48bf8-vjq6h            129m         5393Mi          
emss-pfa-syncorder-front-group-1-v17-55cbd48bf8-w8mt4            69m          4908Mi          
emss-pfa-syncorder-front-group-1-v17-55cbd48bf8-wp7cj            76m          5354Mi          
emss-pfa-syncorder-front-group-1-v17-55cbd48bf8-xjbtw            130m         5194Mi          
emss-pfa-syncorder-front-group-1-v17-55cbd48bf8-xkdh6            121m         5347Mi          
emss-pfa-syncorder-front-group-1-v17-55cbd48bf8-xlpvh            140m         5394Mi          
emss-pfa-syncorder-front-group-1-v17-55cbd48bf8-zrpsq            76m          5123Mi          
emss-pfa-syncorder-front-group-1-v17-55cbd48bf8-zt68w            108m         5328Mi          
emss-pfa-syncorder-front-group-1-v17-55cbd48bf8-zzhrk            99m          5155Mi          
emss-sba-subscription-front-group-1-v22-6859d86cc9-4cn2c         268m         7140Mi          
emss-sba-subscription-front-group-1-v22-6859d86cc9-76brd         436m         7035Mi          
emss-sba-subscription-front-group-1-v22-6859d86cc9-7xp7c         290m         7348Mi          
emss-sba-subscription-front-group-1-v22-6859d86cc9-899wf         281m         6964Mi          
emss-sba-subscription-front-group-1-v22-6859d86cc9-8v2jn         459m         7011Mi          
emss-sba-subscription-front-group-1-v22-6859d86cc9-9sf4z         254m         7196Mi          
emss-sba-subscription-front-group-1-v22-6859d86cc9-bmwb4         534m         6956Mi          
emss-sba-subscription-front-group-1-v22-6859d86cc9-cb4x6         240m         6958Mi          
emss-sba-subscription-front-group-1-v22-6859d86cc9-cc5wp         591m         6960Mi          
emss-sba-subscription-front-group-1-v22-6859d86cc9-d5lmm         243m         6993Mi          
emss-sba-subscription-front-group-1-v22-6859d86cc9-g926t         306m         7121Mi          
emss-sba-subscription-front-group-1-v22-6859d86cc9-hgsxt         680m         6928Mi          
emss-sba-subscription-front-group-1-v22-6859d86cc9-jxg6m         621m         6954Mi          
emss-sba-subscription-front-group-1-v22-6859d86cc9-jzksh         302m         7010Mi          
emss-sba-subscription-front-group-1-v22-6859d86cc9-kmlk5         470m         6970Mi          
emss-sba-subscription-front-group-1-v22-6859d86cc9-l2bgv         271m         7031Mi          
emss-sba-subscription-front-group-1-v22-6859d86cc9-lkkwf         350m         6972Mi          
emss-sba-subscription-front-group-1-v22-6859d86cc9-nz7g4         261m         7283Mi          
emss-sba-subscription-front-group-1-v22-6859d86cc9-q2qrl         766m         6846Mi          
emss-sba-subscription-front-group-1-v22-6859d86cc9-qjpsc         594m         6920Mi          
emss-sba-subscription-front-group-1-v22-6859d86cc9-rkbjg         239m         7094Mi          
emss-sba-subscription-front-group-1-v22-6859d86cc9-sqpbc         275m         7202Mi          
emss-sba-subscription-front-group-1-v22-6859d86cc9-stg5l         546m         6956Mi          
emss-sba-subscription-front-group-1-v22-6859d86cc9-swh54         264m         7288Mi          
emss-sba-subscription-front-group-1-v22-6859d86cc9-tfkg4         332m         7188Mi          
emss-sba-subscription-front-group-1-v22-6859d86cc9-tzf5b         550m         6881Mi          
emss-sba-subscription-front-group-1-v22-6859d86cc9-v6j2g         372m         6927Mi          
emss-sba-subscription-front-group-1-v22-6859d86cc9-vklkn         510m         6991Mi          
emss-sba-subscription-front-group-1-v22-6859d86cc9-z92dm         271m         6893Mi          
emss-sba-subscription-front-group-1-v22-6859d86cc9-zpqdq         502m         6998Mi          
osg-ctm0001-group-1-v5-77fb4cf5fb-7p8wr                          30m          2201Mi          
osg-ctm0001-group-1-v5-77fb4cf5fb-jxlkc                          34m          2203Mi          
osg-dd0001-group-1-v8-86b5984976-2zlww                           51m          3933Mi          
osg-dd0001-group-1-v8-86b5984976-g7hkq                           56m          3909Mi          
osg-dd0005-group-1-v9-7487f65cdf-4mrsg                           115m         4873Mi          
osg-dd0005-group-1-v9-7487f65cdf-94pz9                           97m          4698Mi          
osg-dd0005-group-1-v9-7487f65cdf-9jwwn                           86m          4840Mi          
osg-dd0005-group-1-v9-7487f65cdf-ggr2l                           96m          4903Mi          
osg-dd0005-group-1-v9-7487f65cdf-hscsw                           35m          4969Mi          
osg-dd0005-group-1-v9-7487f65cdf-jkc2h                           84m          4835Mi          
osg-dd0005-group-1-v9-7487f65cdf-s6kbv                           39m          4637Mi          
osg-dd0005-group-1-v9-7487f65cdf-ssl9j                           40m          4622Mi          
osg-dd0007-group-1-v5-54cf985685-6rgh8                           21m          2380Mi          
osg-dd0007-group-1-v5-54cf985685-gl75l                           49m          2411Mi          
osg-dd0009-group-1-v9-7ff465457d-5dxkw                           26m          1534Mi          
osg-dd0009-group-1-v9-7ff465457d-cqwtf                           22m          1514Mi          
osg-dd0012-group-1-v4-6b578b6cf4-22nl8                           15m          1477Mi          
osg-dd0012-group-1-v4-6b578b6cf4-zb4pf                           13m          1455Mi          
osg-de0001-group-1-v15-7cc64fc899-hgphl                          28m          2526Mi          
osg-de0001-group-1-v15-7cc64fc899-zfmx2                          29m          2444Mi          
osg-ep0001-group-1-v4-8bf9c64d-c9l4z                             15m          2575Mi          
osg-ep0001-group-1-v4-8bf9c64d-kxzw9                             13m          2573Mi          
osg-ep0002-group-1-v7-7b9888db76-g87rx                           12m          1432Mi          
osg-ep0002-group-1-v7-7b9888db76-xcp2p                           12m          1424Mi          
osg-ep0003-group-1-v4-7bdcd74c68-h8hkn                           23m          1575Mi          
osg-ep0003-group-1-v4-7bdcd74c68-jlhfs                           39m          1636Mi          
osg-ep0004-group-1-v4-558b6f57f9-sjtms                           22m          1485Mi          
osg-ep0004-group-1-v4-558b6f57f9-ws945                           47m          1456Mi          
osg-ep0005-group-1-v3-855d5cc75c-cf885                           47m          855Mi           
osg-ep0005-group-1-v3-855d5cc75c-xgjtt                           50m          838Mi           
