NAME                                                          CPU(cores)   MEMORY(bytes)   
osg-scp0016-group-1-v8-76f789f77-bb22f                        27m          2338Mi          
osg-scp0016-group-1-v8-76f789f77-bdqqp                        14m          2332Mi          
osg-scp0016-group-1-v8-76f789f77-btwxr                        15m          2292Mi          
osg-scp0016-group-1-v8-76f789f77-dhwq2                        23m          2319Mi          
osg-scp0016-group-1-v8-76f789f77-kr9t6                        19m          2311Mi          
osg-scp0016-group-1-v8-76f789f77-q5q59                        22m          2323Mi          
osg-scp0016-group-1-v8-76f789f77-qhzs6                        41m          2309Mi          
osg-scp0016-group-1-v8-76f789f77-vz6rh                        27m          2343Mi          
osg-scp0037-group-1-v6-57d966b6d-8rmgj                        78m          2461Mi          
osg-scp0037-group-1-v6-57d966b6d-c4mfk                        38m          2464Mi          
osg-scp0037-group-1-v6-57d966b6d-cvpjs                        33m          2450Mi          
osg-scp0037-group-1-v6-57d966b6d-f9jn9                        34m          2481Mi          
osg-scp0037-group-1-v6-57d966b6d-h7kbl                        46m          2464Mi          
osg-scp0037-group-1-v6-57d966b6d-jrm9b                        39m          2453Mi          
osg-scp0037-group-1-v6-57d966b6d-qhgfj                        33m          2465Mi          
osg-scp0037-group-1-v6-57d966b6d-s7gd2                        61m          2432Mi          
osg-scp0037-group-1-v6-57d966b6d-tql8c                        37m          2482Mi          
osg-scp0037-group-1-v6-57d966b6d-zd5zp                        34m          2492Mi          
osg-sfan0001-group-1-v4-77c666d866-5vvgj                      38m          2741Mi          
osg-sfan0001-group-1-v4-77c666d866-6qp4c                      34m          2799Mi          
osg-sfan0001-group-1-v4-77c666d866-88k8t                      40m          2808Mi          
osg-sfan0001-group-1-v4-77c666d866-8pdkl                      33m          2669Mi          
osg-sfan0001-group-1-v4-77c666d866-9ntzk                      38m          2757Mi          
osg-sfan0001-group-1-v4-77c666d866-cmds8                      48m          2803Mi          
osg-sfan0001-group-1-v4-77c666d866-crhtf                      39m          2660Mi          
osg-sfan0001-group-1-v4-77c666d866-d4fbj                      42m          2649Mi          
osg-sfan0001-group-1-v4-77c666d866-dtxrp                      33m          2711Mi          
osg-sfan0001-group-1-v4-77c666d866-f4jq4                      37m          2606Mi          
osg-sfan0001-group-1-v4-77c666d866-f9g7m                      41m          2842Mi          
osg-sfan0001-group-1-v4-77c666d866-hkn8j                      47m          2820Mi          
osg-sfan0001-group-1-v4-77c666d866-j6w5r                      74m          2644Mi          
osg-sfan0001-group-1-v4-77c666d866-jgsk2                      42m          2625Mi          
osg-sfan0001-group-1-v4-77c666d866-jv9xk                      40m          2764Mi          
osg-sfan0001-group-1-v4-77c666d866-jzpvp                      40m          2612Mi          
osg-sfan0001-group-1-v4-77c666d866-k48f5                      32m          2642Mi          
osg-sfan0001-group-1-v4-77c666d866-kd22m                      40m          2627Mi          
osg-sfan0001-group-1-v4-77c666d866-l52sc                      44m          2632Mi          
osg-sfan0001-group-1-v4-77c666d866-lh8zs                      42m          2800Mi          
osg-sfan0001-group-1-v4-77c666d866-lrpbr                      50m          2853Mi          
osg-sfan0001-group-1-v4-77c666d866-mq7bx                      48m          2647Mi          
osg-sfan0001-group-1-v4-77c666d866-nm42h                      35m          2631Mi          
osg-sfan0001-group-1-v4-77c666d866-pnhmf                      33m          2709Mi          
osg-sfan0001-group-1-v4-77c666d866-pt42g                      41m          2755Mi          
osg-sfan0001-group-1-v4-77c666d866-pvtxs                      41m          2757Mi          
osg-sfan0001-group-1-v4-77c666d866-rdwrj                      43m          2604Mi          
osg-sfan0001-group-1-v4-77c666d866-rhcsn                      34m          2732Mi          
osg-sfan0001-group-1-v4-77c666d866-t5kwd                      32m          2631Mi          
osg-sfan0001-group-1-v4-77c666d866-vkrdw                      33m          2740Mi          
osg-sfan0002-group-1-v15-6cb6b4bf68-4mmrl                     33m          2752Mi          
osg-sfan0002-group-1-v15-6cb6b4bf68-6bzxf                     35m          2943Mi          
osg-sfan0002-group-1-v15-6cb6b4bf68-chwcd                     38m          2969Mi          
osg-sfan0002-group-1-v15-6cb6b4bf68-jbsqg                     37m          2733Mi          
osg-sfan0002-group-1-v15-6cb6b4bf68-kttrx                     35m          2733Mi          
osg-sfan0002-group-1-v15-6cb6b4bf68-mwlkc                     36m          2886Mi          
osg-sfan0002-group-1-v15-6cb6b4bf68-pr6lp                     33m          2877Mi          
osg-sfan0002-group-1-v15-6cb6b4bf68-sjb9b                     92m          2937Mi          
osg-sfan0004-group-1-v10-5f6875f989-9qkf8                     35m          2207Mi          
osg-sfan0004-group-1-v10-5f6875f989-p5jsp                     33m          2309Mi          
osg-sfan0004-group-1-v10-5f6875f989-tr2k7                     37m          2257Mi          
osg-sfan0004-group-1-v10-5f6875f989-trlg6                     45m          2238Mi          
osg-sfan0005-group-1-v10-756549865c-4nt7t                     30m          1737Mi          
osg-sfan0005-group-1-v10-756549865c-hzn94                     74m          1735Mi          
osg-sfan0005-group-1-v10-756549865c-whp8w                     36m          1699Mi          
osg-sfan0005-group-1-v10-756549865c-xkg5p                     32m          1720Mi          
osg-sfan0009-group-1-v6-5f5876b97-2twbv                       15m          2440Mi          
osg-sfan0009-group-1-v6-5f5876b97-f278x                       16m          2488Mi          
osg-sfan0009-group-1-v6-5f5876b97-gjdc9                       16m          2464Mi          
osg-sfan0009-group-1-v6-5f5876b97-h4pp4                       17m          2451Mi          
osg-sfan0009-group-1-v6-5f5876b97-nx9dm                       30m          2398Mi          
osg-sfan0009-group-1-v6-5f5876b97-p6lln                       12m          2459Mi          
osg-sfan0009-group-1-v6-5f5876b97-pprlc                       15m          2415Mi          
osg-sfan0009-group-1-v6-5f5876b97-xmgwc                       13m          2426Mi          
osg-sfan0010-group-1-v6-79d64fbb8b-6wqf4                      15m          1865Mi          
osg-sfan0010-group-1-v6-79d64fbb8b-74fm5                      14m          1778Mi          
osg-sfan0010-group-1-v6-79d64fbb8b-kz9qf                      15m          1825Mi          
osg-sfan0010-group-1-v6-79d64fbb8b-qwqjm                      13m          1907Mi          
osg-sfan0010-group-1-v6-79d64fbb8b-rhq26                      13m          1890Mi          
