NAME                                                             CPU(cores)   MEMORY(bytes)   
emss-eaa-payelec-front-group-1-v24-784d7d76d4-rd4br              208m         6819Mi          
emss-eaa-payelec-front-group-1-v24-784d7d76d4-rxr77              249m         6787Mi          
emss-eaa-payelec-front-group-1-v24-784d7d76d4-shlng              212m         6791Mi          
emss-eaa-payelec-front-group-1-v24-784d7d76d4-skzl4              235m         6774Mi          
emss-eaa-payelec-front-group-1-v24-784d7d76d4-sngxr              239m         6784Mi          
emss-eaa-payelec-front-group-1-v24-784d7d76d4-tbqwk              262m         6774Mi          
emss-eaa-payelec-front-group-1-v24-784d7d76d4-vdrcp              208m         6774Mi          
emss-eaa-payelec-front-group-1-v24-784d7d76d4-vf5g7              239m         6785Mi          
emss-eaa-payelec-front-group-1-v24-784d7d76d4-vhvsh              245m         6780Mi          
emss-eaa-payelec-front-group-1-v24-784d7d76d4-wgmjb              233m         6798Mi          
emss-eaa-payelec-front-group-1-v24-784d7d76d4-wgnsb              254m         6789Mi          
emss-eaa-payelec-front-group-1-v24-784d7d76d4-wh5rh              218m         6793Mi          
emss-eaa-payelec-front-group-1-v24-784d7d76d4-xrwl7              212m         6794Mi          
emss-eaa-payelec-front-group-1-v24-784d7d76d4-xz2rl              240m         6762Mi          
emss-eaa-payelec-front-group-1-v24-784d7d76d4-z8sz7              286m         6795Mi          
emss-eaa-payelec-front-group-1-v24-784d7d76d4-zrnvr              233m         6788Mi          
emss-eaa-paymat-front-group-1-v12-69d9784765-4lt8g               56m          2868Mi          
emss-eaa-paymat-front-group-1-v12-69d9784765-dgmp6               54m          2827Mi          
emss-eaa-paymat-front-group-1-v12-69d9784765-j7m6d               43m          2865Mi          
emss-eaa-paymat-front-group-1-v12-69d9784765-lp4g2               54m          2867Mi          
emss-eaa-paymat-front-group-1-v12-69d9784765-nwwqp               51m          2891Mi          
emss-eaa-paymat-front-group-1-v12-69d9784765-vqxhs               50m          2806Mi          
emss-eaa-payment-front-group-1-v10-7d98d89bb8-2cn5z              191m         6656Mi          
emss-eaa-payment-front-group-1-v10-7d98d89bb8-2j6mr              253m         6687Mi          
emss-eaa-payment-front-group-1-v10-7d98d89bb8-46dxv              236m         6674Mi          
emss-eaa-payment-front-group-1-v10-7d98d89bb8-4rnhk              215m         6676Mi          
emss-eaa-payment-front-group-1-v10-7d98d89bb8-4vplh              208m         6693Mi          
emss-eaa-payment-front-group-1-v10-7d98d89bb8-6zkjc              198m         6680Mi          
emss-eaa-payment-front-group-1-v10-7d98d89bb8-7jpjm              218m         6684Mi          
emss-eaa-payment-front-group-1-v10-7d98d89bb8-7qn7z              230m         6609Mi          
emss-eaa-payment-front-group-1-v10-7d98d89bb8-7vgkr              205m         6701Mi          
emss-eaa-payment-front-group-1-v10-7d98d89bb8-9nsqc              178m         6706Mi          
emss-eaa-payment-front-group-1-v10-7d98d89bb8-cxl5p              209m         6637Mi          
emss-eaa-payment-front-group-1-v10-7d98d89bb8-dch9c              213m         6691Mi          
emss-eaa-payment-front-group-1-v10-7d98d89bb8-grbv7              198m         6643Mi          
emss-eaa-payment-front-group-1-v10-7d98d89bb8-grwxx              190m         6702Mi          
emss-eaa-payment-front-group-1-v10-7d98d89bb8-htjnt              188m         6693Mi          
emss-eaa-payment-front-group-1-v10-7d98d89bb8-kz278              196m         6665Mi          
emss-eaa-payment-front-group-1-v10-7d98d89bb8-nm7c7              209m         6653Mi          
emss-eaa-payment-front-group-1-v10-7d98d89bb8-p698q              229m         6692Mi          
emss-eaa-payment-front-group-1-v10-7d98d89bb8-rc2nj              267m         6657Mi          
emss-eaa-payment-front-group-1-v10-7d98d89bb8-rlg8b              276m         6706Mi          
emss-eaa-payment-front-group-1-v10-7d98d89bb8-rpkgf              239m         6705Mi          
emss-eaa-payment-front-group-1-v10-7d98d89bb8-scgjp              201m         6682Mi          
emss-eaa-payment-front-group-1-v10-7d98d89bb8-sdtls              255m         6702Mi          
emss-eaa-payment-front-group-1-v10-7d98d89bb8-sp7tq              206m         6700Mi          
emss-eaa-payment-front-group-1-v10-7d98d89bb8-v6bpd              195m         6681Mi          
emss-eaa-recharge-front-group-1-v14-5bd4d85df7-28jsx             214m         6885Mi          
emss-eaa-recharge-front-group-1-v14-5bd4d85df7-5htlx             205m         7444Mi          
emss-eaa-recharge-front-group-1-v14-5bd4d85df7-5vpbz             191m         7259Mi          
emss-eaa-recharge-front-group-1-v14-5bd4d85df7-6d7cr             182m         6621Mi          
emss-eaa-recharge-front-group-1-v14-5bd4d85df7-6f98n             166m         7703Mi          
emss-eaa-recharge-front-group-1-v14-5bd4d85df7-75kth             178m         7170Mi          
emss-eaa-recharge-front-group-1-v14-5bd4d85df7-7gc72             200m         7561Mi          
emss-eaa-recharge-front-group-1-v14-5bd4d85df7-8n75r             202m         7648Mi          
emss-eaa-recharge-front-group-1-v14-5bd4d85df7-9zzln             274m         7401Mi          
emss-eaa-recharge-front-group-1-v14-5bd4d85df7-c4xgm             177m         7572Mi          
emss-eaa-recharge-front-group-1-v14-5bd4d85df7-d8pps             190m         6789Mi          
emss-eaa-recharge-front-group-1-v14-5bd4d85df7-f8qd6             176m         7404Mi          
emss-eaa-recharge-front-group-1-v14-5bd4d85df7-fbsmg             167m         7191Mi          
emss-eaa-recharge-front-group-1-v14-5bd4d85df7-ftbpf             174m         6813Mi          
emss-eaa-recharge-front-group-1-v14-5bd4d85df7-fzzcb             136m         7654Mi          
emss-eaa-recharge-front-group-1-v14-5bd4d85df7-g74rg             161m         7381Mi          
emss-eaa-recharge-front-group-1-v14-5bd4d85df7-g8dj8             191m         7362Mi          
emss-eaa-recharge-front-group-1-v14-5bd4d85df7-gv28m             235m         6633Mi          
emss-eaa-recharge-front-group-1-v14-5bd4d85df7-j5jmr             203m         7319Mi          
emss-eaa-recharge-front-group-1-v14-5bd4d85df7-j9npq             175m         7240Mi          
emss-eaa-recharge-front-group-1-v14-5bd4d85df7-jknjg             166m         7570Mi          
emss-eaa-recharge-front-group-1-v14-5bd4d85df7-jngkk             219m         7659Mi          
emss-eaa-recharge-front-group-1-v14-5bd4d85df7-jq49r             175m         7671Mi          
emss-eaa-recharge-front-group-1-v14-5bd4d85df7-k2xc6             171m         7548Mi          
emss-eaa-recharge-front-group-1-v14-5bd4d85df7-k4vjq             183m         6382Mi          
emss-eaa-recharge-front-group-1-v14-5bd4d85df7-kc8zg             165m         7011Mi          
emss-eaa-recharge-front-group-1-v14-5bd4d85df7-kh2vb             157m         7498Mi          
emss-eaa-recharge-front-group-1-v14-5bd4d85df7-kv2ph             222m         6889Mi          
emss-eaa-recharge-front-group-1-v14-5bd4d85df7-lb4vr             158m         7658Mi          
emss-eaa-recharge-front-group-1-v14-5bd4d85df7-lwrbn             171m         7520Mi          
emss-eaa-recharge-front-group-1-v14-5bd4d85df7-nhwxq             181m         7007Mi          
emss-eaa-recharge-front-group-1-v14-5bd4d85df7-njg6r             172m         7015Mi          
emss-eaa-recharge-front-group-1-v14-5bd4d85df7-nmjlg             184m         6727Mi          
emss-eaa-recharge-front-group-1-v14-5bd4d85df7-p6fk4             220m         7026Mi          
emss-eaa-recharge-front-group-1-v14-5bd4d85df7-pnw54             203m         6939Mi          
emss-eaa-recharge-front-group-1-v14-5bd4d85df7-qbhbx             227m         7645Mi          
emss-eaa-recharge-front-group-1-v14-5bd4d85df7-qgf7c             173m         7451Mi          
emss-eaa-recharge-front-group-1-v14-5bd4d85df7-qxmjg             214m         7332Mi          
emss-eaa-recharge-front-group-1-v14-5bd4d85df7-rn4rm             171m         7391Mi          
emss-eaa-recharge-front-group-1-v14-5bd4d85df7-rxrtc             299m         6557Mi          
emss-eaa-recharge-front-group-1-v14-5bd4d85df7-sr42d             206m         6857Mi          
emss-eaa-recharge-front-group-1-v14-5bd4d85df7-tjr7p             117m         7617Mi          
emss-eaa-recharge-front-group-1-v14-5bd4d85df7-vl22n             197m         7607Mi          
emss-eaa-recharge-front-group-1-v14-5bd4d85df7-vwsbl             172m         7028Mi          
emss-eaa-recharge-front-group-1-v14-5bd4d85df7-vxq4s             152m         7664Mi          
emss-eaa-recharge-front-group-1-v14-5bd4d85df7-wf2qn             176m         6973Mi          
emss-eaa-recharge-front-group-1-v14-5bd4d85df7-wgvsd             211m         6917Mi          
emss-eaa-recharge-front-group-1-v14-5bd4d85df7-wmfm7             155m         6418Mi          
emss-eaa-recharge-front-group-1-v14-5bd4d85df7-x7r6h             177m         7380Mi          
emss-eaa-recharge-front-group-1-v14-5bd4d85df7-xghhs             175m         6595Mi          
emss-eaa-recharge-front-group-1-v14-5bd4d85df7-xsjm4             153m         7227Mi          
emss-eaa-recharge-front-group-1-v14-5bd4d85df7-z48tr             218m         6324Mi          
emss-eaa-recharge-front-group-1-v14-5bd4d85df7-z7w7t             187m         7649Mi          
emss-eaa-reconciliation-front-group-1-v14-6fb7699c9b-99sd4       180m         7020Mi          
emss-eaa-reconciliation-front-group-1-v14-6fb7699c9b-blclp       153m         7574Mi          
emss-eaa-reconciliation-front-group-1-v14-6fb7699c9b-c2jhp       126m         6781Mi          
emss-eaa-reconciliation-front-group-1-v14-6fb7699c9b-c8drf       163m         7171Mi          
emss-eaa-reconciliation-front-group-1-v14-6fb7699c9b-dc7fk       91m          7292Mi          
emss-eaa-reconciliation-front-group-1-v14-6fb7699c9b-r6b45       119m         6632Mi          
emss-eaa-reconciliation-front-group-1-v14-6fb7699c9b-r9w98       136m         6815Mi          
emss-eaa-reconciliation-front-group-1-v14-6fb7699c9b-wwhnk       107m         6548Mi          
emss-eaa-withhold-front-group-1-v16-6f5dc988b6-5v995             117m         6232Mi          
emss-eaa-withhold-front-group-1-v16-6f5dc988b6-8lrgz             115m         6258Mi          
emss-eaa-withhold-front-group-1-v16-6f5dc988b6-8q5gr             118m         6227Mi          
emss-eaa-withhold-front-group-1-v16-6f5dc988b6-9z8sw             140m         6247Mi          
emss-eaa-withhold-front-group-1-v16-6f5dc988b6-cj8p7             103m         6253Mi          
emss-eaa-withhold-front-group-1-v16-6f5dc988b6-ddnq6             150m         6151Mi          
emss-eaa-withhold-front-group-1-v16-6f5dc988b6-nw94c             168m         6237Mi          
emss-eaa-withhold-front-group-1-v16-6f5dc988b6-xfqfd             101m         6231Mi          
emss-ins-navigate-server-group-1-v3-d87f548dd-5px54              38m          3985Mi          
emss-ins-navigate-server-group-1-v3-d87f548dd-n9p9l              1031m        3995Mi          
emss-mac-dm-subdomain-group-1-v6-6759fff88c-bs756                83m          1726Mi          
emss-mac-dm-subdomain-group-1-v6-6759fff88c-s7grk                63m          1677Mi          
emss-mac-imall-subdomain-group-1-v7-56488644d6-7bd9k             46m          1412Mi          
emss-mac-imall-subdomain-group-1-v7-56488644d6-m954b             48m          1418Mi          
emss-mac-imall-subdomain-group-1-v7-56488644d6-nhb5k             60m          1430Mi          
emss-mac-imall-subdomain-group-1-v7-56488644d6-qw928             50m          1419Mi          
emss-mac-imall-subdomain-group-1-v7-56488644d6-rk7bf             61m          1429Mi          
emss-mac-om-subdomain-group-1-v14-fc4968fc4-7bcp6                56m          1972Mi          
emss-mac-om-subdomain-group-1-v14-fc4968fc4-gx9cp                61m          1966Mi          
emss-mac-om-subdomain-group-1-v14-fc4968fc4-hghmw                76m          2044Mi          
emss-mac-om-subdomain-group-1-v14-fc4968fc4-t8rg5                59m          1976Mi          
emss-mia-dm-front-group-1-v8-68d779f87b-xxgwb                    72m          3191Mi          
emss-mia-dm-front-group-1-v8-68d779f87b-zxkmg                    65m          3185Mi          
emss-mia-eca-front-group-1-v12-6fbf4c5845-27nbw                  314m         6729Mi          
emss-mia-eca-front-group-1-v12-6fbf4c5845-2gx2p                  258m         6737Mi          
emss-mia-eca-front-group-1-v12-6fbf4c5845-2zwp2                  303m         6731Mi          
emss-mia-eca-front-group-1-v12-6fbf4c5845-46cjm                  355m         6766Mi          
emss-mia-eca-front-group-1-v12-6fbf4c5845-4fd78                  276m         6754Mi          
emss-mia-eca-front-group-1-v12-6fbf4c5845-52j5r                  327m         6758Mi          
emss-mia-eca-front-group-1-v12-6fbf4c5845-595j8                  224m         6538Mi          
emss-mia-eca-front-group-1-v12-6fbf4c5845-5j98g                  306m         6731Mi          
emss-mia-eca-front-group-1-v12-6fbf4c5845-5p4jc                  324m         6739Mi          
emss-mia-eca-front-group-1-v12-6fbf4c5845-6g2nz                  397m         6726Mi          
emss-mia-eca-front-group-1-v12-6fbf4c5845-6hgdz                  250m         6749Mi          
emss-mia-eca-front-group-1-v12-6fbf4c5845-6xtsx                  290m         6756Mi          
emss-mia-eca-front-group-1-v12-6fbf4c5845-7n424                  331m         6736Mi          
emss-mia-eca-front-group-1-v12-6fbf4c5845-7rcng                  379m         6765Mi          
emss-mia-eca-front-group-1-v12-6fbf4c5845-8h54j                  305m         6737Mi          
emss-mia-eca-front-group-1-v12-6fbf4c5845-8hvfp                  292m         6731Mi          
emss-mia-eca-front-group-1-v12-6fbf4c5845-b2htq                  305m         6741Mi          
emss-mia-eca-front-group-1-v12-6fbf4c5845-b7jqt                  314m         6736Mi          
emss-mia-eca-front-group-1-v12-6fbf4c5845-cxp54                  289m         6731Mi          
emss-mia-eca-front-group-1-v12-6fbf4c5845-dxlr4                  305m         6735Mi          
emss-mia-eca-front-group-1-v12-6fbf4c5845-f769m                  313m         6729Mi          
emss-mia-eca-front-group-1-v12-6fbf4c5845-fjk69                  415m         6737Mi          
emss-mia-eca-front-group-1-v12-6fbf4c5845-flvh2                  283m         6721Mi          
emss-mia-eca-front-group-1-v12-6fbf4c5845-fm6p2                  353m         6733Mi          
emss-mia-eca-front-group-1-v12-6fbf4c5845-gbxm8                  370m         6730Mi          
emss-mia-eca-front-group-1-v12-6fbf4c5845-gjc5r                  300m         6799Mi          
emss-mia-eca-front-group-1-v12-6fbf4c5845-j6ztl                  341m         6732Mi          
emss-mia-eca-front-group-1-v12-6fbf4c5845-jhgt5                  348m         6763Mi          
emss-mia-eca-front-group-1-v12-6fbf4c5845-jqw2s                  270m         6781Mi          
emss-mia-eca-front-group-1-v12-6fbf4c5845-jspf7                  338m         6737Mi          
emss-mia-eca-front-group-1-v12-6fbf4c5845-jzqnq                  465m         6745Mi          
emss-mia-eca-front-group-1-v12-6fbf4c5845-kjw5r                  304m         6742Mi          
emss-mia-eca-front-group-1-v12-6fbf4c5845-kklfl                  317m         6732Mi          
emss-mia-eca-front-group-1-v12-6fbf4c5845-lxr9d                  350m         6738Mi          
emss-mia-eca-front-group-1-v12-6fbf4c5845-mrttj                  334m         6758Mi          
emss-mia-eca-front-group-1-v12-6fbf4c5845-p45s6                  291m         6728Mi          
emss-mia-eca-front-group-1-v12-6fbf4c5845-q2v4b                  264m         6741Mi          
emss-mia-eca-front-group-1-v12-6fbf4c5845-r7whr                  247m         5716Mi          
emss-mia-eca-front-group-1-v12-6fbf4c5845-rfcvf                  363m         6739Mi          
emss-mia-eca-front-group-1-v12-6fbf4c5845-rz69j                  274m         6738Mi          
emss-mia-eca-front-group-1-v12-6fbf4c5845-s2t5h                  319m         6725Mi          
emss-mia-eca-front-group-1-v12-6fbf4c5845-smj75                  321m         6754Mi          
emss-mia-eca-front-group-1-v12-6fbf4c5845-tqhcj                  322m         6724Mi          
emss-mia-eca-front-group-1-v12-6fbf4c5845-w2q4c                  313m         6735Mi          
emss-mia-eca-front-group-1-v12-6fbf4c5845-wkh98                  368m         6729Mi          
emss-mia-eca-front-group-1-v12-6fbf4c5845-wwzrg                  353m         6748Mi          
emss-mia-eca-front-group-1-v12-6fbf4c5845-z86pz                  298m         6721Mi          
emss-mia-eca-front-group-1-v12-6fbf4c5845-zgfnw                  296m         6734Mi          
emss-mia-ecad-front-group-1-v10-79cd685cb6-4r9kp                 91m          3504Mi          
emss-mia-ecad-front-group-1-v10-79cd685cb6-5hdl5                 139m         3581Mi          
emss-mia-ecad-front-group-1-v10-79cd685cb6-62vxh                 138m         3546Mi          
emss-mia-ecad-front-group-1-v10-79cd685cb6-69zmh                 127m         3412Mi          
emss-mia-ecad-front-group-1-v10-79cd685cb6-7fw5t                 103m         3739Mi          
emss-mia-ecad-front-group-1-v10-79cd685cb6-7pdh6                 89m          3734Mi          
emss-mia-ecad-front-group-1-v10-79cd685cb6-8rd8g                 81m          3765Mi          
emss-mia-ecad-front-group-1-v10-79cd685cb6-cbln2                 105m         3450Mi          
emss-mia-ecad-front-group-1-v10-79cd685cb6-ch9cz                 114m         3426Mi          
emss-mia-ecad-front-group-1-v10-79cd685cb6-dfh6r                 125m         3474Mi          
emss-mia-ecad-front-group-1-v10-79cd685cb6-dflmh                 122m         3690Mi          
emss-mia-ecad-front-group-1-v10-79cd685cb6-fbcr5                 152m         3582Mi          
emss-mia-ecad-front-group-1-v10-79cd685cb6-fs2db                 123m         3412Mi          
emss-mia-ecad-front-group-1-v10-79cd685cb6-h688r                 133m         3432Mi          
emss-mia-ecad-front-group-1-v10-79cd685cb6-hvjwm                 116m         3587Mi          
emss-mia-ecad-front-group-1-v10-79cd685cb6-jlrxd                 76m          3495Mi          
emss-mia-ecad-front-group-1-v10-79cd685cb6-ktf4g                 83m          3488Mi          
emss-mia-ecad-front-group-1-v10-79cd685cb6-llb6c                 101m         3719Mi          
emss-mia-ecad-front-group-1-v10-79cd685cb6-m9hc2                 118m         3398Mi          
emss-mia-ecad-front-group-1-v10-79cd685cb6-mm9qb                 121m         3816Mi          
emss-mia-ecad-front-group-1-v10-79cd685cb6-nvnkd                 106m         3469Mi          
emss-mia-ecad-front-group-1-v10-79cd685cb6-p2bx5                 89m          3550Mi          
emss-mia-ecad-front-group-1-v10-79cd685cb6-qbzfl                 452m         3793Mi          
emss-mia-ecad-front-group-1-v10-79cd685cb6-qcqz9                 111m         3591Mi          
emss-mia-ecad-front-group-1-v10-79cd685cb6-rnbb9                 140m         3492Mi          
emss-mia-ecad-front-group-1-v10-79cd685cb6-t8r58                 104m         3398Mi          
emss-mia-ecad-front-group-1-v10-79cd685cb6-tkn2r                 136m         3454Mi          
emss-mia-ecad-front-group-1-v10-79cd685cb6-w66g8                 82m          3429Mi          
emss-mia-ecad-front-group-1-v10-79cd685cb6-w8hz6                 116m         3903Mi          
emss-mia-ecad-front-group-1-v10-79cd685cb6-xdxt9                 117m         3497Mi          
emss-mia-ecad-front-group-1-v10-79cd685cb6-xgd6z                 124m         3524Mi          
emss-mia-ecad-front-group-1-v10-79cd685cb6-xpmrc                 114m         3610Mi          
emss-mia-imall-front-group-1-v8-5bb9c4449c-2zc6d                 77m          3049Mi          
emss-mia-imall-front-group-1-v8-5bb9c4449c-4wvcc                 86m          2952Mi          
emss-mia-imall-front-group-1-v8-5bb9c4449c-6nb8r                 80m          2932Mi          
emss-mia-imall-front-group-1-v8-5bb9c4449c-7sbqc                 86m          2947Mi          
emss-mia-imall-front-group-1-v8-5bb9c4449c-8zcgf                 79m          3555Mi          
emss-mia-imall-front-group-1-v8-5bb9c4449c-fn97f                 83m          2945Mi          
emss-mia-imall-front-group-1-v8-5bb9c4449c-lz2vm                 87m          3365Mi          
emss-mia-imall-front-group-1-v8-5bb9c4449c-vfxq8                 85m          2926Mi          
emss-mia-om-front-group-1-v17-cb97b858b-4ccqq                    137m         3566Mi          
emss-mia-om-front-group-1-v17-cb97b858b-82896                    116m         3541Mi          
emss-mia-om-front-group-1-v17-cb97b858b-9xnvq                    79m          3648Mi          
emss-mia-om-front-group-1-v17-cb97b858b-bz5jl                    128m         3591Mi          
emss-mia-om-front-group-1-v17-cb97b858b-fjm44                    139m         3472Mi          
emss-mia-om-front-group-1-v17-cb97b858b-hgmvj                    109m         3574Mi          
emss-mia-om-front-group-1-v17-cb97b858b-mslwv                    117m         3586Mi          
emss-mia-om-front-group-1-v17-cb97b858b-mvbqx                    110m         3528Mi          
emss-mia-om-front-group-1-v17-cb97b858b-z77hs                    97m          3555Mi          
emss-mia-reissue-front-group-1-v8-d86c598b5-czlgz                76m          2416Mi          
emss-mia-reissue-front-group-1-v8-d86c598b5-mdd42                56m          2353Mi          
emss-mia-reissue-front-group-1-v8-d86c598b5-mwx7r                64m          2410Mi          
emss-mia-reissue-front-group-1-v8-d86c598b5-n2nqx                74m          2344Mi          
emss-mia-reissue-front-group-1-v8-d86c598b5-np54r                60m          2406Mi          
emss-mia-reissue-front-group-1-v8-d86c598b5-nz7kf                71m          2365Mi          
emss-mia-reissue-front-group-1-v8-d86c598b5-rf2vr                54m          2421Mi          
emss-mia-reissue-front-group-1-v8-d86c598b5-vvwkh                66m          2428Mi          
emss-nplms-front-group-1-v4-5b4f885b8b-5bpnx                     36m          841Mi           
emss-nplms-front-group-1-v4-5b4f885b8b-xfd8r                     49m          842Mi           
emss-pmc-asset-subdomain-group-1-v14-5bbbc68496-5j588            111m         3053Mi          
emss-pmc-asset-subdomain-group-1-v14-5bbbc68496-79bsh            94m          3109Mi          
emss-pmc-asset-subdomain-group-1-v14-5bbbc68496-cd6m5            83m          3121Mi          
emss-pmc-asset-subdomain-group-1-v14-5bbbc68496-dd6xr            90m          3092Mi          
emss-pmc-asset-subdomain-group-1-v14-5bbbc68496-dz8cj            86m          3131Mi          
emss-pmc-asset-subdomain-group-1-v14-5bbbc68496-nwgb6            85m          3104Mi          
emss-pmc-asset-subdomain-group-1-v14-5bbbc68496-rhfgl            94m          3121Mi          
emss-pmc-asset-subdomain-group-1-v14-5bbbc68496-zsxzh            109m         3082Mi          
emss-pmc-oracle-data-group-1-v23-855c6d4584-2kxfv                143m         4858Mi          
emss-pmc-oracle-data-group-1-v23-855c6d4584-46dbb                152m         4769Mi          
emss-pmc-oracle-data-group-1-v23-855c6d4584-4nxv2                138m         4719Mi          
emss-pmc-oracle-data-group-1-v23-855c6d4584-4xk28                140m         4814Mi          
emss-pmc-oracle-data-group-1-v23-855c6d4584-5vrcn                120m         4874Mi          
emss-pmc-oracle-data-group-1-v23-855c6d4584-5xrl6                150m         4757Mi          
emss-pmc-oracle-data-group-1-v23-855c6d4584-6d8dn                108m         4776Mi          
emss-pmc-oracle-data-group-1-v23-855c6d4584-6htmd                130m         4764Mi          
emss-pmc-oracle-data-group-1-v23-855c6d4584-6p6xb                125m         4804Mi          
emss-pmc-oracle-data-group-1-v23-855c6d4584-7fzwm                182m         4835Mi          
emss-pmc-oracle-data-group-1-v23-855c6d4584-7qmqb                159m         4719Mi          
emss-pmc-oracle-data-group-1-v23-855c6d4584-9g2jd                134m         4698Mi          
emss-pmc-oracle-data-group-1-v23-855c6d4584-9k5rg                182m         4616Mi          
emss-pmc-oracle-data-group-1-v23-855c6d4584-bx2xm                127m         4900Mi          
emss-pmc-oracle-data-group-1-v23-855c6d4584-c55qg                133m         4657Mi          
emss-pmc-oracle-data-group-1-v23-855c6d4584-cgztm                115m         4843Mi          
emss-pmc-oracle-data-group-1-v23-855c6d4584-dls6r                110m         4921Mi          
emss-pmc-oracle-data-group-1-v23-855c6d4584-dnx69                126m         4843Mi          
emss-pmc-oracle-data-group-1-v23-855c6d4584-fbrb4                176m         4661Mi          
emss-pmc-oracle-data-group-1-v23-855c6d4584-fggs4                210m         4840Mi          
emss-pmc-oracle-data-group-1-v23-855c6d4584-fmdzl                142m         4841Mi          
emss-pmc-oracle-data-group-1-v23-855c6d4584-fwrdt                142m         4762Mi          
emss-pmc-oracle-data-group-1-v23-855c6d4584-gnvtf                141m         4966Mi          
emss-pmc-oracle-data-group-1-v23-855c6d4584-gpnnk                136m         4687Mi          
emss-pmc-oracle-data-group-1-v23-855c6d4584-h7hg7                134m         4700Mi          
emss-pmc-oracle-data-group-1-v23-855c6d4584-j49wh                149m         4934Mi          
emss-pmc-oracle-data-group-1-v23-855c6d4584-j65l2                135m         4741Mi          
emss-pmc-oracle-data-group-1-v23-855c6d4584-jnfdb                144m         4675Mi          
emss-pmc-oracle-data-group-1-v23-855c6d4584-knnxm                145m         4729Mi          
emss-pmc-oracle-data-group-1-v23-855c6d4584-kv65s                152m         3835Mi          
emss-pmc-oracle-data-group-1-v23-855c6d4584-kwnsx                140m         4456Mi          
emss-pmc-oracle-data-group-1-v23-855c6d4584-l4bzv                130m         4714Mi          
emss-pmc-oracle-data-group-1-v23-855c6d4584-l6dc2                138m         4720Mi          
emss-pmc-oracle-data-group-1-v23-855c6d4584-l72s5                164m         4801Mi          
emss-pmc-oracle-data-group-1-v23-855c6d4584-m24rt                138m         4759Mi          
emss-pmc-oracle-data-group-1-v23-855c6d4584-mnjd2                149m         4740Mi          
emss-pmc-oracle-data-group-1-v23-855c6d4584-nw2w2                182m         4822Mi          
emss-pmc-oracle-data-group-1-v23-855c6d4584-nxq5f                141m         4797Mi          
emss-pmc-oracle-data-group-1-v23-855c6d4584-phb85                143m         4753Mi          
emss-pmc-oracle-data-group-1-v23-855c6d4584-ptxsq                153m         4714Mi          
emss-pmc-oracle-data-group-1-v23-855c6d4584-q2swc                168m         4882Mi          
emss-pmc-oracle-data-group-1-v23-855c6d4584-s7fd4                135m         4761Mi          
emss-pmc-oracle-data-group-1-v23-855c6d4584-sp72z                196m         4622Mi          
emss-pmc-oracle-data-group-1-v23-855c6d4584-v9j8n                144m         4720Mi          
emss-pmc-oracle-data-group-1-v23-855c6d4584-vh4l7                118m         4725Mi          
emss-pmc-oracle-data-group-1-v23-855c6d4584-xfdfl                133m         4668Mi          
emss-pmc-oracle-data-group-1-v23-855c6d4584-zkdsn                144m         4745Mi          
emss-pmc-oracle-data-group-1-v23-855c6d4584-zm9k2                133m         4725Mi          
emss-pmc-payelec-subdomain-group-1-v14-8cd7ccfd7-2fjjg           117m         3086Mi          
emss-pmc-payelec-subdomain-group-1-v14-8cd7ccfd7-4rpmx           82m          3076Mi          
emss-pmc-payelec-subdomain-group-1-v14-8cd7ccfd7-4wb6c           69m          2748Mi          
emss-pmc-payelec-subdomain-group-1-v14-8cd7ccfd7-72pkl           58m          3103Mi          
emss-pmc-payelec-subdomain-group-1-v14-8cd7ccfd7-86lgq           67m          3052Mi          
emss-pmc-payelec-subdomain-group-1-v14-8cd7ccfd7-8pv4z           66m          3092Mi          
emss-pmc-payelec-subdomain-group-1-v14-8cd7ccfd7-8ztqz           71m          3072Mi          
emss-pmc-payelec-subdomain-group-1-v14-8cd7ccfd7-b6wvz           69m          3054Mi          
emss-pmc-payelec-subdomain-group-1-v14-8cd7ccfd7-b82q9           70m          3055Mi          
emss-pmc-payelec-subdomain-group-1-v14-8cd7ccfd7-csmcs           56m          3077Mi          
emss-pmc-payelec-subdomain-group-1-v14-8cd7ccfd7-dfzxd           94m          3069Mi          
emss-pmc-payelec-subdomain-group-1-v14-8cd7ccfd7-dv84l           68m          3120Mi          
emss-pmc-payelec-subdomain-group-1-v14-8cd7ccfd7-fjpnp           88m          3075Mi          
emss-pmc-payelec-subdomain-group-1-v14-8cd7ccfd7-ftjwk           76m          3102Mi          
emss-pmc-payelec-subdomain-group-1-v14-8cd7ccfd7-gw42m           63m          3096Mi          
emss-pmc-payelec-subdomain-group-1-v14-8cd7ccfd7-h2l7j           65m          3063Mi          
emss-pmc-payelec-subdomain-group-1-v14-8cd7ccfd7-hd8tx           66m          3075Mi          
emss-pmc-payelec-subdomain-group-1-v14-8cd7ccfd7-htzpk           77m          3047Mi          
emss-pmc-payelec-subdomain-group-1-v14-8cd7ccfd7-jnzrt           69m          3047Mi          
emss-pmc-payelec-subdomain-group-1-v14-8cd7ccfd7-jqvz5           67m          3061Mi          
emss-pmc-payelec-subdomain-group-1-v14-8cd7ccfd7-k99hb           62m          3062Mi          
emss-pmc-payelec-subdomain-group-1-v14-8cd7ccfd7-mwjv6           63m          3093Mi          
emss-pmc-payelec-subdomain-group-1-v14-8cd7ccfd7-nsxp6           74m          3083Mi          
emss-pmc-payelec-subdomain-group-1-v14-8cd7ccfd7-nwln6           57m          3141Mi          
