NAME                                                             CPU(cores)   MEMORY(bytes)   
osg-open-p0001-group-1-v9-7d5b9bf85c-htqfq                       94m          5747Mi          
osg-open-p0001-group-1-v9-7d5b9bf85c-jffdk                       73m          5786Mi          
osg-open-p0001-group-1-v9-7d5b9bf85c-kk9hh                       139m         5704Mi          
osg-open-p0001-group-1-v9-7d5b9bf85c-lwvjb                       99m          5750Mi          
osg-open-p0001-group-1-v9-7d5b9bf85c-nrhdb                       125m         5702Mi          
osg-open-p0001-group-1-v9-7d5b9bf85c-sskz5                       138m         5641Mi          
osg-open-p0001-group-1-v9-7d5b9bf85c-v8kbq                       120m         5700Mi          
osg-open-p0001-group-1-v9-7d5b9bf85c-vtwld                       97m          5728Mi          
osg-open-p0001-group-1-v9-7d5b9bf85c-wc2fb                       96m          5676Mi          
osg-open-p0001-group-1-v9-7d5b9bf85c-xxntt                       104m         5667Mi          
osg-open-p0001-group-1-v9-7d5b9bf85c-zkfwf                       118m         5665Mi          
osg-open-p0001-group-1-v9-7d5b9bf85c-zpqwf                       117m         5671Mi          
osg-outward-outer-listener-group-1-v8-9df5fbdfb-4ptjt            109m         3905Mi          
osg-outward-outer-listener-group-1-v8-9df5fbdfb-6dxm6            28m          2258Mi          
osg-outward-outer-listener-group-1-v8-9df5fbdfb-gjjtf            110m         2920Mi          
osg-outward-outer-listener-group-1-v8-9df5fbdfb-jvkwl            28m          2257Mi          
osg-outward-outer-listener-group-1-v8-9df5fbdfb-k2v46            46m          2682Mi          
osg-outward-outer-listener-group-1-v8-9df5fbdfb-lgvwj            59m          2623Mi          
osg-scp0001-group-1-v14-5fd7d87c9f-24wbs                         775m         6480Mi          
osg-scp0001-group-1-v14-5fd7d87c9f-265vh                         635m         6055Mi          
osg-scp0001-group-1-v14-5fd7d87c9f-2btdx                         511m         6221Mi          
osg-scp0001-group-1-v14-5fd7d87c9f-2gj8f                         590m         6111Mi          
osg-scp0001-group-1-v14-5fd7d87c9f-2kvcn                         588m         6166Mi          
osg-scp0001-group-1-v14-5fd7d87c9f-2w22b                         604m         6235Mi          
osg-scp0001-group-1-v14-5fd7d87c9f-2xwjl                         567m         5834Mi          
osg-scp0001-group-1-v14-5fd7d87c9f-48fxk                         570m         6096Mi          
osg-scp0001-group-1-v14-5fd7d87c9f-4gtht                         775m         6216Mi          
osg-scp0001-group-1-v14-5fd7d87c9f-4mh58                         663m         5901Mi          
osg-scp0001-group-1-v14-5fd7d87c9f-4qh48                         596m         5984Mi          
osg-scp0001-group-1-v14-5fd7d87c9f-4r8m4                         620m         6075Mi          
osg-scp0001-group-1-v14-5fd7d87c9f-5b55j                         710m         6084Mi          
osg-scp0001-group-1-v14-5fd7d87c9f-5g2ph                         604m         6077Mi          
osg-scp0001-group-1-v14-5fd7d87c9f-5mkll                         595m         6146Mi          
osg-scp0001-group-1-v14-5fd7d87c9f-5s22g                         643m         6153Mi          
osg-scp0001-group-1-v14-5fd7d87c9f-6d9ts                         606m         6171Mi          
osg-scp0001-group-1-v14-5fd7d87c9f-6tpjn                         687m         6023Mi          
osg-scp0001-group-1-v14-5fd7d87c9f-6zdjw                         638m         6172Mi          
osg-scp0001-group-1-v14-5fd7d87c9f-75jps                         612m         6019Mi          
osg-scp0001-group-1-v14-5fd7d87c9f-7cxpg                         628m         5969Mi          
osg-scp0001-group-1-v14-5fd7d87c9f-7g5b9                         611m         5990Mi          
osg-scp0001-group-1-v14-5fd7d87c9f-7jntb                         646m         5883Mi          
osg-scp0001-group-1-v14-5fd7d87c9f-7p28s                         618m         5981Mi          
osg-scp0001-group-1-v14-5fd7d87c9f-7s7rv                         593m         5963Mi          
osg-scp0001-group-1-v14-5fd7d87c9f-7trf6                         592m         5922Mi          
osg-scp0001-group-1-v14-5fd7d87c9f-7zcnz                         591m         6143Mi          
osg-scp0001-group-1-v14-5fd7d87c9f-829fp                         654m         5858Mi          
osg-scp0001-group-1-v14-5fd7d87c9f-87k5z                         590m         6665Mi          
osg-scp0001-group-1-v14-5fd7d87c9f-8j82r                         575m         5897Mi          
osg-scp0001-group-1-v14-5fd7d87c9f-8n86h                         704m         5940Mi          
osg-scp0001-group-1-v14-5fd7d87c9f-8wjm8                         558m         6049Mi          
osg-scp0001-group-1-v14-5fd7d87c9f-9mmm8                         606m         5948Mi          
osg-scp0001-group-1-v14-5fd7d87c9f-9svzf                         645m         5878Mi          
osg-scp0001-group-1-v14-5fd7d87c9f-9vj62                         594m         5980Mi          
osg-scp0001-group-1-v14-5fd7d87c9f-b6676                         723m         6101Mi          
osg-scp0001-group-1-v14-5fd7d87c9f-b75g8                         638m         5812Mi          
osg-scp0001-group-1-v14-5fd7d87c9f-b7vtz                         638m         5734Mi          
osg-scp0001-group-1-v14-5fd7d87c9f-bcv4q                         567m         5932Mi          
osg-scp0001-group-1-v14-5fd7d87c9f-bds8s                         582m         6783Mi          
osg-scp0001-group-1-v14-5fd7d87c9f-br54f                         620m         6001Mi          
osg-scp0001-group-1-v14-5fd7d87c9f-bvgph                         625m         6121Mi          
osg-scp0001-group-1-v14-5fd7d87c9f-c2xrm                         732m         5910Mi          
osg-scp0001-group-1-v14-5fd7d87c9f-c4x5v                         469m         5797Mi          
osg-scp0001-group-1-v14-5fd7d87c9f-cbjpm                         611m         6204Mi          
osg-scp0001-group-1-v14-5fd7d87c9f-clxsl                         593m         6193Mi          
osg-scp0001-group-1-v14-5fd7d87c9f-cr6h4                         664m         5936Mi          
osg-scp0001-group-1-v14-5fd7d87c9f-cvpk8                         620m         6103Mi          
osg-scp0001-group-1-v14-5fd7d87c9f-cvw62                         633m         6263Mi          
osg-scp0001-group-1-v14-5fd7d87c9f-d82t7                         578m         6068Mi          
osg-scp0001-group-1-v14-5fd7d87c9f-dlkpc                         738m         6002Mi          
osg-scp0001-group-1-v14-5fd7d87c9f-dpf4n                         617m         5719Mi          
osg-scp0001-group-1-v14-5fd7d87c9f-dvbj4                         555m         6225Mi          
osg-scp0001-group-1-v14-5fd7d87c9f-dx76c                         604m         6098Mi          
osg-scp0001-group-1-v14-5fd7d87c9f-f8l9l                         632m         6143Mi          
osg-scp0001-group-1-v14-5fd7d87c9f-f9kzw                         579m         5767Mi          
osg-scp0001-group-1-v14-5fd7d87c9f-ff92r                         539m         5854Mi          
osg-scp0001-group-1-v14-5fd7d87c9f-ffj4t                         723m         6024Mi          
osg-scp0001-group-1-v14-5fd7d87c9f-fg8m6                         488m         5751Mi          
osg-scp0001-group-1-v14-5fd7d87c9f-fp4h4                         602m         6937Mi          
osg-scp0001-group-1-v14-5fd7d87c9f-fswpn                         659m         5803Mi          
osg-scp0001-group-1-v14-5fd7d87c9f-fvmzv                         605m         6060Mi          
osg-scp0001-group-1-v14-5fd7d87c9f-gbp4f                         535m         6487Mi          
osg-scp0001-group-1-v14-5fd7d87c9f-gl84b                         642m         5871Mi          
osg-scp0001-group-1-v14-5fd7d87c9f-gm9d7                         670m         6213Mi          
osg-scp0001-group-1-v14-5fd7d87c9f-gr4t4                         647m         6043Mi          
osg-scp0001-group-1-v14-5fd7d87c9f-gr5cx                         596m         5853Mi          
osg-scp0001-group-1-v14-5fd7d87c9f-gtcj5                         553m         6107Mi          
osg-scp0001-group-1-v14-5fd7d87c9f-gzw8l                         592m         5964Mi          
osg-scp0001-group-1-v14-5fd7d87c9f-hd8x7                         588m         6680Mi          
osg-scp0001-group-1-v14-5fd7d87c9f-hhqrc                         640m         5666Mi          
osg-scp0001-group-1-v14-5fd7d87c9f-hrrtp                         599m         5890Mi          
osg-scp0001-group-1-v14-5fd7d87c9f-hzm9r                         643m         5958Mi          
osg-scp0001-group-1-v14-5fd7d87c9f-j6hs6                         668m         6104Mi          
osg-scp0001-group-1-v14-5fd7d87c9f-jgwhm                         616m         6080Mi          
osg-scp0001-group-1-v14-5fd7d87c9f-jmrjf                         648m         6764Mi          
osg-scp0001-group-1-v14-5fd7d87c9f-jzrv2                         699m         6229Mi          
osg-scp0001-group-1-v14-5fd7d87c9f-k88hd                         736m         5996Mi          
osg-scp0001-group-1-v14-5fd7d87c9f-k95q5                         571m         6375Mi          
osg-scp0001-group-1-v14-5fd7d87c9f-kk8lr                         567m         5861Mi          
osg-scp0001-group-1-v14-5fd7d87c9f-krf29                         579m         5679Mi          
osg-scp0001-group-1-v14-5fd7d87c9f-kt86w                         573m         5980Mi          
osg-scp0001-group-1-v14-5fd7d87c9f-kvlrg                         721m         6079Mi          
osg-scp0001-group-1-v14-5fd7d87c9f-kz2ss                         657m         6079Mi          
osg-scp0001-group-1-v14-5fd7d87c9f-kz8km                         571m         5979Mi          
osg-scp0001-group-1-v14-5fd7d87c9f-l9x7t                         645m         5887Mi          
osg-scp0001-group-1-v14-5fd7d87c9f-lbtvx                         608m         6305Mi          
osg-scp0001-group-1-v14-5fd7d87c9f-lgknb                         599m         6013Mi          
osg-scp0001-group-1-v14-5fd7d87c9f-lqrzl                         583m         5961Mi          
osg-scp0001-group-1-v14-5fd7d87c9f-lsz7z                         604m         6217Mi          
osg-scp0001-group-1-v14-5fd7d87c9f-ltj24                         866m         6096Mi          
osg-scp0001-group-1-v14-5fd7d87c9f-m45rg                         623m         6027Mi          
osg-scp0001-group-1-v14-5fd7d87c9f-m7cqd                         575m         6069Mi          
osg-scp0001-group-1-v14-5fd7d87c9f-m8p9n                         720m         5753Mi          
osg-scp0001-group-1-v14-5fd7d87c9f-mbvjw                         645m         5690Mi          
osg-scp0001-group-1-v14-5fd7d87c9f-mddrc                         664m         6059Mi          
osg-scp0001-group-1-v14-5fd7d87c9f-mgbp7                         582m         6426Mi          
osg-scp0001-group-1-v14-5fd7d87c9f-mnbtz                         557m         6851Mi          
osg-scp0001-group-1-v14-5fd7d87c9f-mnf4c                         631m         6740Mi          
osg-scp0001-group-1-v14-5fd7d87c9f-mzzjx                         634m         6000Mi          
osg-scp0001-group-1-v14-5fd7d87c9f-n8t9w                         602m         5871Mi          
osg-scp0001-group-1-v14-5fd7d87c9f-nd5cq                         765m         5841Mi          
osg-scp0001-group-1-v14-5fd7d87c9f-nkg9n                         616m         6095Mi          
osg-scp0001-group-1-v14-5fd7d87c9f-nql7m                         585m         5974Mi          
osg-scp0001-group-1-v14-5fd7d87c9f-ntfww                         610m         6307Mi          
osg-scp0001-group-1-v14-5fd7d87c9f-ntnmk                         556m         6207Mi          
osg-scp0001-group-1-v14-5fd7d87c9f-p22jt                         658m         5998Mi          
osg-scp0001-group-1-v14-5fd7d87c9f-p6rw7                         630m         5927Mi          
osg-scp0001-group-1-v14-5fd7d87c9f-phxbv                         695m         6231Mi          
osg-scp0001-group-1-v14-5fd7d87c9f-plfxv                         624m         6103Mi          
osg-scp0001-group-1-v14-5fd7d87c9f-pnhgg                         614m         5917Mi          
osg-scp0001-group-1-v14-5fd7d87c9f-pqc4v                         556m         6077Mi          
osg-scp0001-group-1-v14-5fd7d87c9f-ps549                         726m         6160Mi          
osg-scp0001-group-1-v14-5fd7d87c9f-pxhqf                         812m         5765Mi          
osg-scp0001-group-1-v14-5fd7d87c9f-q5mxw                         602m         6835Mi          
osg-scp0001-group-1-v14-5fd7d87c9f-q692m                         579m         6207Mi          
osg-scp0001-group-1-v14-5fd7d87c9f-q7ntz                         599m         5874Mi          
osg-scp0001-group-1-v14-5fd7d87c9f-q985t                         599m         6078Mi          
osg-scp0001-group-1-v14-5fd7d87c9f-qfrlc                         607m         6156Mi          
osg-scp0001-group-1-v14-5fd7d87c9f-r46bz                         605m         5881Mi          
osg-scp0001-group-1-v14-5fd7d87c9f-r48dd                         576m         5855Mi          
osg-scp0001-group-1-v14-5fd7d87c9f-r85ql                         565m         6117Mi          
osg-scp0001-group-1-v14-5fd7d87c9f-r85vw                         609m         6199Mi          
osg-scp0001-group-1-v14-5fd7d87c9f-rcgkf                         605m         6069Mi          
osg-scp0001-group-1-v14-5fd7d87c9f-rcwr4                         618m         6145Mi          
osg-scp0001-group-1-v14-5fd7d87c9f-rg224                         557m         6164Mi          
osg-scp0001-group-1-v14-5fd7d87c9f-rjsv4                         593m         5807Mi          
osg-scp0001-group-1-v14-5fd7d87c9f-rkt4j                         766m         6101Mi          
osg-scp0001-group-1-v14-5fd7d87c9f-s4bff                         728m         5646Mi          
osg-scp0001-group-1-v14-5fd7d87c9f-sg586                         621m         5972Mi          
osg-scp0001-group-1-v14-5fd7d87c9f-sqqgt                         616m         6440Mi          
osg-scp0001-group-1-v14-5fd7d87c9f-srvf7                         630m         5781Mi          
osg-scp0001-group-1-v14-5fd7d87c9f-sv8ln                         577m         6036Mi          
osg-scp0001-group-1-v14-5fd7d87c9f-szrjn                         676m         6262Mi          
osg-scp0001-group-1-v14-5fd7d87c9f-tb5b5                         706m         6034Mi          
osg-scp0001-group-1-v14-5fd7d87c9f-tb7q4                         628m         5925Mi          
osg-scp0001-group-1-v14-5fd7d87c9f-tfsn2                         552m         5997Mi          
osg-scp0001-group-1-v14-5fd7d87c9f-thcxz                         778m         6871Mi          
osg-scp0001-group-1-v14-5fd7d87c9f-tjjlv                         651m         5740Mi          
osg-scp0001-group-1-v14-5fd7d87c9f-tmsjv                         633m         6848Mi          
osg-scp0001-group-1-v14-5fd7d87c9f-v4tkr                         617m         6104Mi          
osg-scp0001-group-1-v14-5fd7d87c9f-v56bn                         624m         6093Mi          
osg-scp0001-group-1-v14-5fd7d87c9f-v9m2f                         802m         6461Mi          
osg-scp0001-group-1-v14-5fd7d87c9f-v9qpp                         564m         6533Mi          
osg-scp0001-group-1-v14-5fd7d87c9f-v9r59                         562m         6265Mi          
osg-scp0001-group-1-v14-5fd7d87c9f-w2dxb                         597m         5710Mi          
osg-scp0001-group-1-v14-5fd7d87c9f-w6qqb                         598m         6195Mi          
osg-scp0001-group-1-v14-5fd7d87c9f-w6zmf                         486m         6846Mi          
osg-scp0001-group-1-v14-5fd7d87c9f-wch7t                         644m         6281Mi          
osg-scp0001-group-1-v14-5fd7d87c9f-wd9hn                         708m         6523Mi          
osg-scp0001-group-1-v14-5fd7d87c9f-wnq69                         633m         6019Mi          
osg-scp0001-group-1-v14-5fd7d87c9f-wpsqv                         717m         6016Mi          
osg-scp0001-group-1-v14-5fd7d87c9f-wpz7s                         625m         5788Mi          
osg-scp0001-group-1-v14-5fd7d87c9f-wskqv                         639m         6079Mi          
osg-scp0001-group-1-v14-5fd7d87c9f-xcvpc                         691m         5889Mi          
osg-scp0001-group-1-v14-5fd7d87c9f-xx9pb                         522m         5906Mi          
osg-scp0001-group-1-v14-5fd7d87c9f-zh47t                         638m         5729Mi          
osg-scp0001-group-1-v14-5fd7d87c9f-zk9h8                         792m         6518Mi          
osg-scp0001-group-1-v14-5fd7d87c9f-ztq22                         746m         6345Mi          
osg-scp0001-group-1-v14-5fd7d87c9f-zzjn6                         533m         5924Mi          
osg-scp0003-group-1-v6-7d6d86f8c-ksb7w                           38m          1598Mi          
osg-scp0003-group-1-v6-7d6d86f8c-ll8fm                           51m          1599Mi          
osg-scp0003-group-1-v6-7d6d86f8c-qnm2p                           31m          1599Mi          
osg-scp0003-group-1-v6-7d6d86f8c-qshpz                           49m          1586Mi          
osg-scp0004-group-1-v13-5bf8ccb4f8-2xk2w                         44m          3055Mi          
osg-scp0004-group-1-v13-5bf8ccb4f8-48qs8                         64m          2927Mi          
osg-scp0004-group-1-v13-5bf8ccb4f8-4v4jg                         62m          3114Mi          
osg-scp0004-group-1-v13-5bf8ccb4f8-4zmwd                         118m         3155Mi          
osg-scp0004-group-1-v13-5bf8ccb4f8-7lz5j                         55m          3133Mi          
osg-scp0004-group-1-v13-5bf8ccb4f8-b5wsl                         202m         3021Mi          
osg-scp0004-group-1-v13-5bf8ccb4f8-b99cl                         59m          2976Mi          
osg-scp0004-group-1-v13-5bf8ccb4f8-c2zll                         52m          3060Mi          
osg-scp0004-group-1-v13-5bf8ccb4f8-dfknw                         470m         2995Mi          
osg-scp0004-group-1-v13-5bf8ccb4f8-dqccd                         54m          3126Mi          
osg-scp0004-group-1-v13-5bf8ccb4f8-f4d2n                         78m          3141Mi          
osg-scp0004-group-1-v13-5bf8ccb4f8-f6m75                         55m          3002Mi          
osg-scp0004-group-1-v13-5bf8ccb4f8-gbgfg                         170m         3056Mi          
osg-scp0004-group-1-v13-5bf8ccb4f8-jlrk5                         43m          2985Mi          
osg-scp0004-group-1-v13-5bf8ccb4f8-jqcwb                         86m          2925Mi          
osg-scp0004-group-1-v13-5bf8ccb4f8-l8t97                         91m          3043Mi          
osg-scp0004-group-1-v13-5bf8ccb4f8-lmfgb                         156m         3132Mi          
osg-scp0004-group-1-v13-5bf8ccb4f8-m2gzq                         58m          3064Mi          
osg-scp0004-group-1-v13-5bf8ccb4f8-mbdzz                         85m          3060Mi          
osg-scp0004-group-1-v13-5bf8ccb4f8-qzj2g                         435m         3127Mi          
osg-scp0004-group-1-v13-5bf8ccb4f8-sb5vq                         52m          3133Mi          
osg-scp0004-group-1-v13-5bf8ccb4f8-t2h5c                         168m         3099Mi          
osg-scp0004-group-1-v13-5bf8ccb4f8-tkprz                         62m          2924Mi          
osg-scp0004-group-1-v13-5bf8ccb4f8-vppnz                         88m          3081Mi          
osg-scp0004-group-1-v13-5bf8ccb4f8-wddhr                         276m         3044Mi          
osg-scp0009-group-1-v7-5775466cd5-2ss7w                          154m         6406Mi          
osg-scp0009-group-1-v7-5775466cd5-58zl4                          92m          6448Mi          
osg-scp0009-group-1-v7-5775466cd5-6mcn2                          113m         6445Mi          
osg-scp0009-group-1-v7-5775466cd5-9q626                          161m         6420Mi          
osg-scp0009-group-1-v7-5775466cd5-b9cn9                          122m         6416Mi          
osg-scp0009-group-1-v7-5775466cd5-czfrx                          132m         6329Mi          
osg-scp0009-group-1-v7-5775466cd5-djkw7                          178m         6385Mi          
osg-scp0009-group-1-v7-5775466cd5-gbpfc                          59m          6323Mi          
osg-scp0009-group-1-v7-5775466cd5-mdnfx                          116m         6428Mi          
osg-scp0009-group-1-v7-5775466cd5-mmlmr                          74m          7088Mi          
osg-scp0009-group-1-v7-5775466cd5-p9knx                          128m         6436Mi          
osg-scp0009-group-1-v7-5775466cd5-qbvlg                          79m          6406Mi          
osg-scp0009-group-1-v7-5775466cd5-rxgbf                          128m         6376Mi          
osg-scp0009-group-1-v7-5775466cd5-sgggz                          91m          6412Mi          
osg-scp0009-group-1-v7-5775466cd5-snsng                          78m          6362Mi          
osg-scp0009-group-1-v7-5775466cd5-w549k                          79m          6750Mi          
osg-scp0009-group-1-v7-5775466cd5-w5mpd                          77m          6514Mi          
osg-scp0009-group-1-v7-5775466cd5-wbxqd                          45m          6411Mi          
osg-scp0009-group-1-v7-5775466cd5-x6lc8                          193m         6392Mi          
osg-scp0009-group-1-v7-5775466cd5-xztlb                          77m          6981Mi          
osg-scp0010-group-1-v6-575796689d-6989t                          51m          1374Mi          
osg-scp0010-group-1-v6-575796689d-7sv44                          35m          1428Mi          
osg-scp0011-group-1-v3-76b4d4ffbc-bdb4n                          34m          1643Mi          
osg-scp0011-group-1-v3-76b4d4ffbc-zt92m                          32m          1647Mi          
osg-scp0013-group-1-v10-7d9779c6f9-45tvp                         93m          3789Mi          
osg-scp0013-group-1-v10-7d9779c6f9-5ps77                         72m          3838Mi          
osg-scp0013-group-1-v10-7d9779c6f9-5wf4x                         81m          3855Mi          
osg-scp0013-group-1-v10-7d9779c6f9-7txr4                         100m         3852Mi          
osg-scp0013-group-1-v10-7d9779c6f9-8f7pv                         148m         3868Mi          
osg-scp0013-group-1-v10-7d9779c6f9-98b4v                         100m         3864Mi          
osg-scp0013-group-1-v10-7d9779c6f9-9fhsz                         114m         3881Mi          
osg-scp0013-group-1-v10-7d9779c6f9-bmdnq                         128m         3845Mi          
osg-scp0013-group-1-v10-7d9779c6f9-bsh2j                         110m         3809Mi          
osg-scp0013-group-1-v10-7d9779c6f9-bvx2j                         108m         3777Mi          
osg-scp0013-group-1-v10-7d9779c6f9-gdd95                         63m          3757Mi          
osg-scp0013-group-1-v10-7d9779c6f9-gk6ht                         119m         3743Mi          
osg-scp0013-group-1-v10-7d9779c6f9-j5sz7                         110m         3808Mi          
osg-scp0013-group-1-v10-7d9779c6f9-js7qw                         76m          3907Mi          
osg-scp0013-group-1-v10-7d9779c6f9-jv9fs                         91m          3823Mi          
osg-scp0013-group-1-v10-7d9779c6f9-lqz9b                         83m          3815Mi          
osg-scp0013-group-1-v10-7d9779c6f9-m8lv5                         117m         3669Mi          
osg-scp0013-group-1-v10-7d9779c6f9-mg4d8                         93m          3769Mi          
osg-scp0013-group-1-v10-7d9779c6f9-nf6rt                         134m         3814Mi          
osg-scp0013-group-1-v10-7d9779c6f9-pt87k                         86m          3791Mi          
osg-scp0013-group-1-v10-7d9779c6f9-ptsvf                         128m         3811Mi          
osg-scp0013-group-1-v10-7d9779c6f9-rwhjr                         83m          3817Mi          
osg-scp0013-group-1-v10-7d9779c6f9-stfj5                         103m         3869Mi          
osg-scp0013-group-1-v10-7d9779c6f9-v6l97                         96m          3836Mi          
osg-scp0013-group-1-v10-7d9779c6f9-vhw7h                         97m          3842Mi          
osg-scp0013-group-1-v10-7d9779c6f9-vnhgx                         139m         3859Mi          
osg-scp0013-group-1-v10-7d9779c6f9-wgbrz                         92m          3860Mi          
osg-scp0013-group-1-v10-7d9779c6f9-wjm54                         102m         3854Mi          
osg-scp0013-group-1-v10-7d9779c6f9-xcn44                         79m          3866Mi          
osg-scp0013-group-1-v10-7d9779c6f9-xzbqf                         127m         3804Mi          
osg-scp0014-group-1-v5-568557fd7b-724jb                          26m          1602Mi          
osg-scp0014-group-1-v5-568557fd7b-g4wkx                          35m          1588Mi          
osg-scp0014-group-1-v5-568557fd7b-mx7kh                          35m          1613Mi          
osg-scp0020-group-1-v8-75d7b5dd4b-9s5l5                          28m          5341Mi          
osg-scp0020-group-1-v8-75d7b5dd4b-d2tgz                          25m          6447Mi          
osg-scp0020-group-1-v8-75d7b5dd4b-mcvfs                          48m          2100Mi          
osg-scp0020-group-1-v8-75d7b5dd4b-mr66t                          28m          6141Mi          
osg-scp0020-group-1-v8-75d7b5dd4b-ttwsf                          33m          5976Mi          
osg-scp0021-group-1-v19-6668fcc6c5-7872r                         134m         6125Mi          
osg-scp0021-group-1-v19-6668fcc6c5-8c7tg                         102m         6194Mi          
osg-scp0021-group-1-v19-6668fcc6c5-8jd5w                         106m         6116Mi          
osg-scp0021-group-1-v19-6668fcc6c5-8wp9j                         114m         6143Mi          
osg-scp0021-group-1-v19-6668fcc6c5-bhkq9                         115m         6134Mi          
osg-scp0021-group-1-v19-6668fcc6c5-fpbpd                         115m         6131Mi          
osg-scp0021-group-1-v19-6668fcc6c5-fr9hx                         96m          6167Mi          
osg-scp0021-group-1-v19-6668fcc6c5-gvhvp                         136m         6153Mi          
osg-scp0021-group-1-v19-6668fcc6c5-hhgx7                         147m         6151Mi          
osg-scp0021-group-1-v19-6668fcc6c5-jkrcz                         116m         6151Mi          
osg-scp0021-group-1-v19-6668fcc6c5-jlrbb                         124m         6242Mi          
osg-scp0021-group-1-v19-6668fcc6c5-jtgtf                         110m         6106Mi          
osg-scp0021-group-1-v19-6668fcc6c5-k7dcl                         89m          6161Mi          
osg-scp0021-group-1-v19-6668fcc6c5-r5ls8                         79m          6166Mi          
osg-scp0021-group-1-v19-6668fcc6c5-sm5nm                         105m         6178Mi          
osg-scp0021-group-1-v19-6668fcc6c5-tnn9v                         94m          6205Mi          
osg-scp0021-group-1-v19-6668fcc6c5-v6f4f                         102m         6136Mi          
osg-scp0021-group-1-v19-6668fcc6c5-vmwmp                         121m         6124Mi          
osg-scp0021-group-1-v19-6668fcc6c5-vxx9q                         95m          6183Mi          
osg-scp0021-group-1-v19-6668fcc6c5-wb47w                         93m          6278Mi          
osg-scp0021-group-1-v19-6668fcc6c5-wjhmc                         106m         6108Mi          
osg-scp0021-group-1-v19-6668fcc6c5-xw5xw                         119m         6106Mi          
osg-scp0021-group-1-v19-6668fcc6c5-zgmnx                         102m         6173Mi          
osg-scp0021-group-1-v19-6668fcc6c5-zhbx5                         89m          6134Mi          
osg-scp0021-group-1-v19-6668fcc6c5-zzxxv                         124m         6147Mi          
osg-scp0022-group-1-v3-5d45f6c699-9xnrt                          107m         5838Mi          
osg-scp0022-group-1-v3-5d45f6c699-rln5k                          112m         5922Mi          
osg-scp0036-group-1-v7-8f954cd47-grlkv                           42m          1936Mi          
osg-scp0036-group-1-v7-8f954cd47-rs7l8                           44m          1894Mi          
osg-scp1001-group-1-v16-76984b6dc-2kw2n                          369m         5291Mi          
osg-scp1001-group-1-v16-76984b6dc-2pmzv                          361m         5265Mi          
osg-scp1001-group-1-v16-76984b6dc-2zjk2                          337m         5307Mi          
osg-scp1001-group-1-v16-76984b6dc-2zqdd                          346m         5257Mi          
osg-scp1001-group-1-v16-76984b6dc-5n6kz                          342m         5276Mi          
osg-scp1001-group-1-v16-76984b6dc-5vdl9                          369m         5302Mi          
osg-scp1001-group-1-v16-76984b6dc-64btn                          427m         5264Mi          
osg-scp1001-group-1-v16-76984b6dc-6sn2z                          363m         5245Mi          
osg-scp1001-group-1-v16-76984b6dc-6vqcz                          351m         5259Mi          
osg-scp1001-group-1-v16-76984b6dc-7m2sd                          364m         5234Mi          
osg-scp1001-group-1-v16-76984b6dc-8jhjb                          363m         5284Mi          
osg-scp1001-group-1-v16-76984b6dc-8lnhc                          316m         5258Mi          
osg-scp1001-group-1-v16-76984b6dc-fqxch                          352m         5277Mi          
osg-scp1001-group-1-v16-76984b6dc-fxfcm                          354m         5270Mi          
osg-scp1001-group-1-v16-76984b6dc-g8pwt                          439m         5284Mi          
osg-scp1001-group-1-v16-76984b6dc-ggqpk                          365m         5260Mi          
osg-scp1001-group-1-v16-76984b6dc-hlszr                          356m         5267Mi          
osg-scp1001-group-1-v16-76984b6dc-htgw8                          345m         5308Mi          
osg-scp1001-group-1-v16-76984b6dc-jldc9                          377m         5297Mi          
osg-scp1001-group-1-v16-76984b6dc-kc9jd                          361m         5284Mi          
osg-scp1001-group-1-v16-76984b6dc-kmfx6                          348m         5258Mi          
osg-scp1001-group-1-v16-76984b6dc-lbnmq                          373m         5260Mi          
osg-scp1001-group-1-v16-76984b6dc-ldzhb                          339m         5252Mi          
osg-scp1001-group-1-v16-76984b6dc-lgxj8                          338m         5269Mi          
osg-scp1001-group-1-v16-76984b6dc-lwsfp                          372m         5284Mi          
osg-scp1001-group-1-v16-76984b6dc-m8tqh                          386m         5272Mi          
osg-scp1001-group-1-v16-76984b6dc-mcfh6                          378m         5261Mi          
osg-scp1001-group-1-v16-76984b6dc-nkfmj                          422m         5254Mi          
osg-scp1001-group-1-v16-76984b6dc-p6qlx                          388m         5255Mi          
osg-scp1001-group-1-v16-76984b6dc-r4tzw                          320m         5305Mi          
osg-scp1001-group-1-v16-76984b6dc-rgglk                          350m         5273Mi          
osg-scp1001-group-1-v16-76984b6dc-rhmp9                          305m         5257Mi          
osg-scp1001-group-1-v16-76984b6dc-rjtwb                          370m         5255Mi          
osg-scp1001-group-1-v16-76984b6dc-s4g84                          345m         5257Mi          
osg-scp1001-group-1-v16-76984b6dc-szcrg                          354m         5260Mi          
osg-scp1001-group-1-v16-76984b6dc-tcbws                          407m         5271Mi          
osg-scp1001-group-1-v16-76984b6dc-tpdsh                          374m         5290Mi          
osg-scp1001-group-1-v16-76984b6dc-tt4tk                          369m         5257Mi          
osg-scp1001-group-1-v16-76984b6dc-zffgj                          360m         5279Mi          
osg-scp1001-group-1-v16-76984b6dc-zlm6q                          354m         5259Mi          
osg-scp1021-group-1-v14-6fd7944585-2vjlj                         328m         6998Mi          
osg-scp1021-group-1-v14-6fd7944585-46j49                         339m         7119Mi          
osg-scp1021-group-1-v14-6fd7944585-4d6wg                         289m         7064Mi          
