NAME                                                          CPU(cores)   MEMORY(bytes)   
emss-uia-brace-front-group-1-v9-8674767dff-gccdv              502m         11414Mi         
emss-uia-brace-front-group-1-v9-8674767dff-h4l85              548m         11422Mi         
emss-uia-brace-front-group-1-v9-8674767dff-j8qnt              376m         11015Mi         
emss-uia-brace-front-group-1-v9-8674767dff-jbz5d              490m         11397Mi         
emss-uia-brace-front-group-1-v9-8674767dff-jfh67              495m         11446Mi         
emss-uia-brace-front-group-1-v9-8674767dff-k9s9h              501m         11427Mi         
emss-uia-brace-front-group-1-v9-8674767dff-lptph              479m         11444Mi         
emss-uia-brace-front-group-1-v9-8674767dff-lrcwn              530m         11441Mi         
emss-uia-brace-front-group-1-v9-8674767dff-lsvkx              389m         11087Mi         
emss-uia-brace-front-group-1-v9-8674767dff-mk9s2              447m         11255Mi         
emss-uia-brace-front-group-1-v9-8674767dff-q6gq4              499m         11422Mi         
emss-uia-brace-front-group-1-v9-8674767dff-rpzqk              490m         11323Mi         
emss-uia-brace-front-group-1-v9-8674767dff-sd95s              537m         11471Mi         
emss-uia-brace-front-group-1-v9-8674767dff-t4cwf              480m         11376Mi         
emss-uia-brace-front-group-1-v9-8674767dff-tfr62              584m         11106Mi         
emss-uia-brace-front-group-1-v9-8674767dff-v56mx              507m         11423Mi         
emss-uia-brace-front-group-1-v9-8674767dff-v8wnx              484m         11401Mi         
emss-uia-brace-front-group-1-v9-8674767dff-vrqsp              551m         11474Mi         
emss-uia-brace-front-group-1-v9-8674767dff-w67dv              525m         11324Mi         
emss-uia-brace-front-group-1-v9-8674767dff-wk9zd              478m         11422Mi         
emss-uia-brace-front-group-1-v9-8674767dff-z2x2x              502m         11388Mi         
emss-uia-brace-front-group-1-v9-8674767dff-z9g6j              469m         11277Mi         
emss-uia-brace-front-group-1-v9-8674767dff-zfs2p              494m         11429Mi         
emss-uia-brace-front-group-1-v9-8674767dff-zmqjq              498m         11436Mi         
emss-uia-center-front-group-1-v32-7d6c6ff679-2dn27            243m         6960Mi          
emss-uia-center-front-group-1-v32-7d6c6ff679-2lfqw            171m         7011Mi          
emss-uia-center-front-group-1-v32-7d6c6ff679-49jgm            262m         4952Mi          
emss-uia-center-front-group-1-v32-7d6c6ff679-4td96            137m         6774Mi          
emss-uia-center-front-group-1-v32-7d6c6ff679-4xn4f            174m         6912Mi          
emss-uia-center-front-group-1-v32-7d6c6ff679-524kn            179m         6198Mi          
emss-uia-center-front-group-1-v32-7d6c6ff679-57kbz            189m         6841Mi          
emss-uia-center-front-group-1-v32-7d6c6ff679-5pwsr            206m         6435Mi          
emss-uia-center-front-group-1-v32-7d6c6ff679-5t78f            213m         6981Mi          
emss-uia-center-front-group-1-v32-7d6c6ff679-5vz7h            197m         7253Mi          
emss-uia-center-front-group-1-v32-7d6c6ff679-6j8ws            215m         7109Mi          
emss-uia-center-front-group-1-v32-7d6c6ff679-6mzml            193m         6946Mi          
emss-uia-center-front-group-1-v32-7d6c6ff679-6st8s            152m         6916Mi          
emss-uia-center-front-group-1-v32-7d6c6ff679-6t8cr            190m         7234Mi          
emss-uia-center-front-group-1-v32-7d6c6ff679-79sn4            213m         6987Mi          
emss-uia-center-front-group-1-v32-7d6c6ff679-7bwcc            193m         7222Mi          
emss-uia-center-front-group-1-v32-7d6c6ff679-8ct4b            176m         6933Mi          
emss-uia-center-front-group-1-v32-7d6c6ff679-8n8b5            204m         6944Mi          
emss-uia-center-front-group-1-v32-7d6c6ff679-8z555            224m         5489Mi          
emss-uia-center-front-group-1-v32-7d6c6ff679-8zsp6            191m         7153Mi          
emss-uia-center-front-group-1-v32-7d6c6ff679-9dh5g            176m         6926Mi          
emss-uia-center-front-group-1-v32-7d6c6ff679-bxtqx            182m         5967Mi          
emss-uia-center-front-group-1-v32-7d6c6ff679-c9wj6            159m         6841Mi          
emss-uia-center-front-group-1-v32-7d6c6ff679-cn8lk            205m         4550Mi          
emss-uia-center-front-group-1-v32-7d6c6ff679-crfms            206m         6970Mi          
emss-uia-center-front-group-1-v32-7d6c6ff679-dgs44            174m         6975Mi          
emss-uia-center-front-group-1-v32-7d6c6ff679-djnwt            181m         7088Mi          
emss-uia-center-front-group-1-v32-7d6c6ff679-dvb82            206m         6458Mi          
emss-uia-center-front-group-1-v32-7d6c6ff679-f452w            205m         6951Mi          
emss-uia-center-front-group-1-v32-7d6c6ff679-fj224            154m         7132Mi          
emss-uia-center-front-group-1-v32-7d6c6ff679-fvk6h            184m         6989Mi          
emss-uia-center-front-group-1-v32-7d6c6ff679-g2gx9            162m         6966Mi          
emss-uia-center-front-group-1-v32-7d6c6ff679-g5ssl            220m         6346Mi          
emss-uia-center-front-group-1-v32-7d6c6ff679-gp4n7            189m         6931Mi          
emss-uia-center-front-group-1-v32-7d6c6ff679-hkmv7            154m         6834Mi          
emss-uia-center-front-group-1-v32-7d6c6ff679-htd8g            202m         7016Mi          
emss-uia-center-front-group-1-v32-7d6c6ff679-jvlrv            212m         6995Mi          
emss-uia-center-front-group-1-v32-7d6c6ff679-k8glz            155m         7037Mi          
emss-uia-center-front-group-1-v32-7d6c6ff679-khkdl            224m         7223Mi          
emss-uia-center-front-group-1-v32-7d6c6ff679-kt6tg            171m         7198Mi          
emss-uia-center-front-group-1-v32-7d6c6ff679-mkzn4            182m         6982Mi          
emss-uia-center-front-group-1-v32-7d6c6ff679-mzgb5            190m         7005Mi          
emss-uia-center-front-group-1-v32-7d6c6ff679-nq7hp            322m         7231Mi          
emss-uia-center-front-group-1-v32-7d6c6ff679-nwdmx            196m         7158Mi          
emss-uia-center-front-group-1-v32-7d6c6ff679-q8szn            193m         7227Mi          
emss-uia-center-front-group-1-v32-7d6c6ff679-qlctp            177m         5830Mi          
emss-uia-center-front-group-1-v32-7d6c6ff679-qrvnk            204m         6887Mi          
emss-uia-center-front-group-1-v32-7d6c6ff679-s7hbn            175m         7027Mi          
emss-uia-center-front-group-1-v32-7d6c6ff679-sflwr            170m         6855Mi          
emss-uia-center-front-group-1-v32-7d6c6ff679-sk8ck            198m         6972Mi          
emss-uia-center-front-group-1-v32-7d6c6ff679-t8zfn            198m         6911Mi          
emss-uia-center-front-group-1-v32-7d6c6ff679-v8wn6            179m         6142Mi          
emss-uia-center-front-group-1-v32-7d6c6ff679-vhtpw            168m         6877Mi          
emss-uia-center-front-group-1-v32-7d6c6ff679-vrjj8            172m         6460Mi          
emss-uia-center-front-group-1-v32-7d6c6ff679-vs95r            213m         5617Mi          
emss-uia-center-front-group-1-v32-7d6c6ff679-x6xnp            193m         6892Mi          
emss-uia-center-front-group-1-v32-7d6c6ff679-xsfrm            223m         7209Mi          
emss-uia-center-front-group-1-v32-7d6c6ff679-zr927            199m         7027Mi          
emss-uia-channel-front-group-1-v28-7df6f979df-274gw           231m         5983Mi          
emss-uia-channel-front-group-1-v28-7df6f979df-2f6n5           236m         5975Mi          
emss-uia-channel-front-group-1-v28-7df6f979df-2pmt5           233m         5973Mi          
emss-uia-channel-front-group-1-v28-7df6f979df-2pqth           224m         5979Mi          
emss-uia-channel-front-group-1-v28-7df6f979df-44m74           214m         5944Mi          
emss-uia-channel-front-group-1-v28-7df6f979df-4h49q           174m         6045Mi          
emss-uia-channel-front-group-1-v28-7df6f979df-4j8x9           320m         5981Mi          
emss-uia-channel-front-group-1-v28-7df6f979df-4t48z           257m         5981Mi          
emss-uia-channel-front-group-1-v28-7df6f979df-5cjkc           256m         5978Mi          
emss-uia-channel-front-group-1-v28-7df6f979df-5gp2w           228m         5954Mi          
emss-uia-channel-front-group-1-v28-7df6f979df-6hcrn           239m         5367Mi          
emss-uia-channel-front-group-1-v28-7df6f979df-6kx4j           230m         5931Mi          
emss-uia-channel-front-group-1-v28-7df6f979df-7h8fv           212m         5991Mi          
emss-uia-channel-front-group-1-v28-7df6f979df-8l7m5           230m         5954Mi          
emss-uia-channel-front-group-1-v28-7df6f979df-bbdcl           250m         5979Mi          
emss-uia-channel-front-group-1-v28-7df6f979df-bsd97           233m         5961Mi          
emss-uia-channel-front-group-1-v28-7df6f979df-c2b65           234m         5946Mi          
emss-uia-channel-front-group-1-v28-7df6f979df-dbldj           236m         5972Mi          
emss-uia-channel-front-group-1-v28-7df6f979df-dgv8l           237m         5977Mi          
emss-uia-channel-front-group-1-v28-7df6f979df-dhrxn           245m         5965Mi          
emss-uia-channel-front-group-1-v28-7df6f979df-fvwb9           238m         5949Mi          
emss-uia-channel-front-group-1-v28-7df6f979df-g2sxj           243m         5975Mi          
emss-uia-channel-front-group-1-v28-7df6f979df-gtpnm           245m         5978Mi          
emss-uia-channel-front-group-1-v28-7df6f979df-hcq2n           252m         5971Mi          
emss-uia-channel-front-group-1-v28-7df6f979df-hd642           235m         5949Mi          
emss-uia-channel-front-group-1-v28-7df6f979df-jdpp9           180m         5842Mi          
emss-uia-channel-front-group-1-v28-7df6f979df-jnhpk           253m         5975Mi          
emss-uia-channel-front-group-1-v28-7df6f979df-jtqqd           230m         5978Mi          
emss-uia-channel-front-group-1-v28-7df6f979df-k4nzl           252m         5977Mi          
emss-uia-channel-front-group-1-v28-7df6f979df-k86k6           251m         5974Mi          
emss-uia-channel-front-group-1-v28-7df6f979df-lwz8f           225m         5959Mi          
emss-uia-channel-front-group-1-v28-7df6f979df-m7wrm           240m         5919Mi          
emss-uia-channel-front-group-1-v28-7df6f979df-mhjvd           241m         5982Mi          
emss-uia-channel-front-group-1-v28-7df6f979df-qcwjk           251m         5981Mi          
emss-uia-channel-front-group-1-v28-7df6f979df-qdrsq           241m         5980Mi          
emss-uia-channel-front-group-1-v28-7df6f979df-r8p49           211m         5965Mi          
emss-uia-channel-front-group-1-v28-7df6f979df-sj4v6           245m         5963Mi          
emss-uia-channel-front-group-1-v28-7df6f979df-st227           216m         5979Mi          
emss-uia-channel-front-group-1-v28-7df6f979df-t5l64           233m         5960Mi          
emss-uia-channel-front-group-1-v28-7df6f979df-wfxxr           202m         5935Mi          
emss-uia-channel-front-group-1-v28-7df6f979df-wk69c           242m         5978Mi          
emss-uia-channel-front-group-1-v28-7df6f979df-xb8gd           255m         5995Mi          
emss-uia-channel-front-group-1-v28-7df6f979df-xg72k           241m         5962Mi          
emss-uia-channel-front-group-1-v28-7df6f979df-xknwj           226m         5970Mi          
emss-uia-channel-front-group-1-v28-7df6f979df-xwhnp           245m         5962Mi          
emss-uia-datasync-front-group-1-v8-6c77fd9b99-79rrb           278m         1793Mi          
emss-uia-datasync-front-group-1-v8-6c77fd9b99-bflgx           283m         1782Mi          
emss-uia-datasync-front-group-1-v8-6c77fd9b99-lpdl5           435m         2024Mi          
emss-uia-datasync-front-group-1-v8-6c77fd9b99-q5dxx           253m         1781Mi          
emss-uia-datasync-front-group-1-v8-6c77fd9b99-sm2hx           245m         1776Mi          
emss-uia-datasync-front-group-1-v8-6c77fd9b99-xsp8n           279m         1775Mi          
emss-uia-labelin-front-group-1-v7-555fcc7dfd-2f5pb            38m          1667Mi          
emss-uia-labelin-front-group-1-v7-555fcc7dfd-66t7n            50m          1620Mi          
emss-uia-labelin-front-group-1-v7-555fcc7dfd-hbp55            39m          1769Mi          
emss-uia-labelin-front-group-1-v7-555fcc7dfd-kjth7            65m          1719Mi          
emss-uia-labelin-front-group-1-v7-555fcc7dfd-tmx8g            46m          1647Mi          
emss-uia-labelin-front-group-1-v7-555fcc7dfd-txxtx            36m          1627Mi          
emss-uia-membership-front-group-1-v14-64dc585dd9-6g8vc        91m          3463Mi          
emss-uia-membership-front-group-1-v14-64dc585dd9-7rrwd        76m          3500Mi          
emss-uia-membership-front-group-1-v14-64dc585dd9-9vpjz        67m          3506Mi          
emss-uia-membership-front-group-1-v14-64dc585dd9-bfrgw        76m          3584Mi          
emss-uia-membership-front-group-1-v14-64dc585dd9-bxslr        70m          3505Mi          
emss-uia-membership-front-group-1-v14-64dc585dd9-fl224        84m          3454Mi          
emss-uia-membership-front-group-1-v14-64dc585dd9-fnlsw        80m          3481Mi          
emss-uia-membership-front-group-1-v14-64dc585dd9-glqcs        87m          3459Mi          
emss-uia-membership-front-group-1-v14-64dc585dd9-gpdrl        109m         3527Mi          
emss-uia-membership-front-group-1-v14-64dc585dd9-hmqwh        131m         3555Mi          
emss-uia-membership-front-group-1-v14-64dc585dd9-jspz7        99m          3026Mi          
emss-uia-membership-front-group-1-v14-64dc585dd9-kwt4n        79m          3428Mi          
emss-uia-membership-front-group-1-v14-64dc585dd9-kxd88        60m          3548Mi          
emss-uia-membership-front-group-1-v14-64dc585dd9-m8szb        97m          3400Mi          
emss-uia-membership-front-group-1-v14-64dc585dd9-qwzff        89m          3414Mi          
emss-uia-membership-front-group-1-v14-64dc585dd9-tfqz7        84m          3419Mi          
emss-uia-membership-front-group-1-v14-64dc585dd9-xcf4k        75m          3492Mi          
emss-uia-membership-front-group-1-v14-64dc585dd9-zh9z2        78m          3506Mi          
emss-uia-mqsend-front-group-1-v9-76f46fd85b-2pb2g             138m         3474Mi          
emss-uia-mqsend-front-group-1-v9-76f46fd85b-5n58f             111m         3515Mi          
emss-uia-mqsend-front-group-1-v9-76f46fd85b-7mll8             63m          3637Mi          
emss-uia-mqsend-front-group-1-v9-76f46fd85b-7rnz7             138m         3439Mi          
emss-uia-mqsend-front-group-1-v9-76f46fd85b-86j9h             134m         3452Mi          
emss-uia-mqsend-front-group-1-v9-76f46fd85b-88gbc             78m          3557Mi          
emss-uia-mqsend-front-group-1-v9-76f46fd85b-8djt9             101m         3443Mi          
emss-uia-mqsend-front-group-1-v9-76f46fd85b-9ps5c             123m         3445Mi          
emss-uia-mqsend-front-group-1-v9-76f46fd85b-c2svr             135m         3364Mi          
emss-uia-mqsend-front-group-1-v9-76f46fd85b-csn8t             98m          3449Mi          
emss-uia-mqsend-front-group-1-v9-76f46fd85b-hzrt7             133m         3496Mi          
emss-uia-mqsend-front-group-1-v9-76f46fd85b-jjbml             93m          3319Mi          
emss-uia-mqsend-front-group-1-v9-76f46fd85b-kxln9             131m         3433Mi          
emss-uia-mqsend-front-group-1-v9-76f46fd85b-l92bh             112m         3442Mi          
emss-uia-mqsend-front-group-1-v9-76f46fd85b-pfmd8             139m         3477Mi          
emss-uia-mqsend-front-group-1-v9-76f46fd85b-rf466             136m         3485Mi          
emss-uia-mqsend-front-group-1-v9-76f46fd85b-rfnm6             126m         3395Mi          
emss-uia-mqsend-front-group-1-v9-76f46fd85b-s7nn8             97m          3470Mi          
emss-uia-mqsend-front-group-1-v9-76f46fd85b-vbsmc             102m         3621Mi          
emss-uia-mqsend-front-group-1-v9-76f46fd85b-vk9q4             143m         3442Mi          
emss-uia-ocragent-front-group-1-v2-f9b6b8b55-2dsbr            69m          7702Mi          
emss-uia-ocragent-front-group-1-v2-f9b6b8b55-4fc59            66m          7584Mi          
emss-uia-ocragent-front-group-1-v2-f9b6b8b55-5dnkw            59m          7622Mi          
emss-uia-ocragent-front-group-1-v2-f9b6b8b55-k24pr            76m          7590Mi          
emss-uia-ocragent-front-group-1-v2-f9b6b8b55-k75hf            56m          7493Mi          
emss-uia-ocragent-front-group-1-v2-f9b6b8b55-r4r6m            63m          7440Mi          
emss-uia-opt-front-group-1-v12-8678c69fb9-689gv               231m         5499Mi          
emss-uia-opt-front-group-1-v12-8678c69fb9-82xcb               247m         5556Mi          
emss-uia-opt-front-group-1-v12-8678c69fb9-f25rq               229m         5516Mi          
emss-uia-opt-front-group-1-v12-8678c69fb9-fcldq               271m         6633Mi          
emss-uia-opt-front-group-1-v12-8678c69fb9-gkmd6               230m         5656Mi          
emss-uia-opt-front-group-1-v12-8678c69fb9-hg9rb               240m         5520Mi          
emss-uia-opt-front-group-1-v12-8678c69fb9-n5vwp               198m         6313Mi          
emss-uia-opt-front-group-1-v12-8678c69fb9-qn4l9               226m         5649Mi          
emss-uia-opt-front-group-1-v12-8678c69fb9-t2mgg               233m         4375Mi          
emss-uia-opt-front-group-1-v12-8678c69fb9-thklz               228m         6593Mi          
emss-uia-opt-front-group-1-v12-8678c69fb9-vc6bk               227m         6901Mi          
emss-uia-opt-front-group-1-v12-8678c69fb9-w9hg2               238m         6077Mi          
emss-uia-opt-front-group-1-v12-8678c69fb9-wjxb6               208m         6038Mi          
emss-uia-opt-front-group-1-v12-8678c69fb9-wlzst               260m         4758Mi          
emss-uia-opt-front-group-1-v12-8678c69fb9-xtknt               219m         6386Mi          
emss-uia-service-front-group-1-v12-676659fcb7-284lb           380m         6757Mi          
emss-uia-service-front-group-1-v12-676659fcb7-4c24m           287m         6750Mi          
emss-uia-service-front-group-1-v12-676659fcb7-5vggl           276m         6753Mi          
emss-uia-service-front-group-1-v12-676659fcb7-5w6zd           267m         6749Mi          
emss-uia-service-front-group-1-v12-676659fcb7-6t78c           229m         6735Mi          
emss-uia-service-front-group-1-v12-676659fcb7-7b2dr           305m         6739Mi          
emss-uia-service-front-group-1-v12-676659fcb7-7r5b6           217m         6747Mi          
emss-uia-service-front-group-1-v12-676659fcb7-924wt           316m         6761Mi          
emss-uia-service-front-group-1-v12-676659fcb7-c98lp           300m         7395Mi          
emss-uia-service-front-group-1-v12-676659fcb7-cnht2           281m         6751Mi          
emss-uia-service-front-group-1-v12-676659fcb7-dcljz           277m         6751Mi          
emss-uia-service-front-group-1-v12-676659fcb7-dvns5           281m         6749Mi          
emss-uia-service-front-group-1-v12-676659fcb7-f88l9           308m         6679Mi          
emss-uia-service-front-group-1-v12-676659fcb7-fx5sr           329m         6706Mi          
emss-uia-service-front-group-1-v12-676659fcb7-gc7ps           273m         6756Mi          
emss-uia-service-front-group-1-v12-676659fcb7-hgxbs           277m         6745Mi          
emss-uia-service-front-group-1-v12-676659fcb7-jtrkr           324m         6769Mi          
emss-uia-service-front-group-1-v12-676659fcb7-kcf2k           294m         6747Mi          
emss-uia-service-front-group-1-v12-676659fcb7-kddwx           323m         6758Mi          
emss-uia-service-front-group-1-v12-676659fcb7-ln2nj           334m         6749Mi          
emss-uia-service-front-group-1-v12-676659fcb7-m5rxl           285m         6761Mi          
emss-uia-service-front-group-1-v12-676659fcb7-m6dpk           333m         6748Mi          
emss-uia-service-front-group-1-v12-676659fcb7-m6vhk           266m         6756Mi          
emss-uia-service-front-group-1-v12-676659fcb7-mwpqv           286m         7628Mi          
emss-uia-service-front-group-1-v12-676659fcb7-phd22           289m         6742Mi          
emss-uia-service-front-group-1-v12-676659fcb7-pvmw9           320m         6754Mi          
emss-uia-service-front-group-1-v12-676659fcb7-qhj76           416m         7416Mi          
emss-uia-service-front-group-1-v12-676659fcb7-rn9c9           266m         6755Mi          
emss-uia-service-front-group-1-v12-676659fcb7-sj89w           457m         6712Mi          
emss-uia-service-front-group-1-v12-676659fcb7-tb54r           301m         6761Mi          
emss-uia-service-front-group-1-v12-676659fcb7-v2lxd           315m         6756Mi          
emss-uia-service-front-group-1-v12-676659fcb7-vb4m7           279m         6728Mi          
emss-uia-service-front-group-1-v12-676659fcb7-w66tw           273m         6749Mi          
emss-uia-service-front-group-1-v12-676659fcb7-wkbxw           256m         6751Mi          
emss-uia-service-front-group-1-v12-676659fcb7-wt2mn           291m         6742Mi          
emss-uia-unisafe-front-group-1-v7-79f87c66cf-2jkbr            135m         2913Mi          
emss-uia-unisafe-front-group-1-v7-79f87c66cf-nn2j2            158m         2912Mi          
emss-uia-userintegrate-front-group-1-v20-5866bb768c-6wc64     73m          4189Mi          
emss-uia-userintegrate-front-group-1-v20-5866bb768c-ckxsw     67m          4206Mi          
emss-uia-userintegrate-front-group-1-v20-5866bb768c-frz2b     76m          4295Mi          
emss-uia-userintegrate-front-group-1-v20-5866bb768c-gt2tm     93m          4141Mi          
emss-uia-userintegrate-front-group-1-v20-5866bb768c-l69rr     78m          4196Mi          
emss-uia-userintegrate-front-group-1-v20-5866bb768c-n5rdr     70m          4195Mi          
emss-uia-userintegrate-front-group-1-v20-5866bb768c-pd6hm     88m          4143Mi          
emss-uia-userintegrate-front-group-1-v20-5866bb768c-pw8hw     74m          4182Mi          
emss-uia-userintegrate-front-group-1-v20-5866bb768c-r6j75     85m          4187Mi          
emss-uia-userintegrate-front-group-1-v20-5866bb768c-rnbp2     77m          4196Mi          
emss-uia-wechat-front-group-1-v9-659fcf6947-4wxb4             63m          2405Mi          
emss-uia-wechat-front-group-1-v9-659fcf6947-9jzm4             57m          2443Mi          
emss-uia-wechat-front-group-1-v9-659fcf6947-bwlkd             77m          2427Mi          
emss-uia-wechat-front-group-1-v9-659fcf6947-f56jr             66m          2377Mi          
emss-uia-wechat-front-group-1-v9-659fcf6947-fv48h             61m          2386Mi          
emss-uia-wechat-front-group-1-v9-659fcf6947-k55z2             66m          2458Mi          
emss-uia-wechat-front-group-1-v9-659fcf6947-n2vx4             34m          2401Mi          
emss-uia-wechat-front-group-1-v9-659fcf6947-r79pf             49m          2457Mi          
emss-uia-wechat-front-group-1-v9-659fcf6947-vn5sp             67m          2441Mi          
emss-uia-wechat-front-group-1-v9-659fcf6947-wk2ts             64m          2399Mi          
emss-woc-newbusinessr-subdomain-group-1-v5-5cbccc6458-hc7vp   64m          2440Mi          
emss-woc-newbusinessr-subdomain-group-1-v5-5cbccc6458-hf5gj   53m          2424Mi          
emss-woc-newbusinessr-subdomain-group-1-v5-5cbccc6458-llkwm   65m          2407Mi          
emss-woc-oracle-data-group-1-v10-9bb6bbc8c-77pvr              96m          2646Mi          
emss-woc-oracle-data-group-1-v10-9bb6bbc8c-8hdzk              110m         2623Mi          
emss-woc-oracle-data-group-1-v10-9bb6bbc8c-bzd62              107m         2690Mi          
emss-woc-oracle-data-group-1-v10-9bb6bbc8c-h7j2l              97m          2619Mi          
emss-woc-oracle-data-group-1-v10-9bb6bbc8c-kt67f              96m          2675Mi          
emss-woc-oracle-data-group-1-v10-9bb6bbc8c-n2wv7              90m          2674Mi          
emss-woc-oracle-data-group-1-v10-9bb6bbc8c-w4hz5              89m          2627Mi          
emss-woc-woapply-subdomain-group-1-v14-69cc8fb6dc-4g7th       79m          2551Mi          
emss-woc-woapply-subdomain-group-1-v14-69cc8fb6dc-5bslk       56m          2537Mi          
emss-woc-woapply-subdomain-group-1-v14-69cc8fb6dc-9ktn6       69m          2553Mi          
emss-woc-woapply-subdomain-group-1-v14-69cc8fb6dc-dkbxs       58m          2568Mi          
emss-woc-woapply-subdomain-group-1-v14-69cc8fb6dc-gp7xp       61m          2605Mi          
emss-woc-woapply-subdomain-group-1-v14-69cc8fb6dc-lwtxt       69m          2576Mi          
emss-woc-woapply-subdomain-group-1-v14-69cc8fb6dc-m58hc       65m          2529Mi          
emss-woc-woapply-subdomain-group-1-v14-69cc8fb6dc-s95fc       56m          2552Mi          
emss-woc-woapply-subdomain-group-1-v14-69cc8fb6dc-w7psf       53m          2569Mi          
emss-woc-woapply-subdomain-group-1-v14-69cc8fb6dc-wqpbl       57m          2592Mi          
osg-uc0007-01-group-1-v7-644df6-ddbz8                         74m          1822Mi          
osg-uc0007-01-group-1-v7-644df6-ggqkd                         77m          1991Mi          
osg-uc0007-01-group-1-v7-644df6-l5vhc                         63m          1970Mi          
osg-web0001-group-1-v6-5c94db6d6d-6bmpp                       70m          2818Mi          
osg-web0001-group-1-v6-5c94db6d6d-r69pv                       62m          2813Mi          
osg-web0002-group-1-v6-565d59b59d-pd64w                       63m          1988Mi          
osg-web0002-group-1-v6-565d59b59d-wrrrq                       64m          2054Mi          
osg-web0004-group-1-v8-58c9787b6f-z8td9                       86m          2485Mi          
osg-web0004-group-1-v8-58c9787b6f-zqflc                       73m          2523Mi          
osg-web0005-group-1-v9-695dd45796-cxfh5                       128m         1552Mi          
osg-web0005-group-1-v9-695dd45796-htf9k                       56m          1555Mi          
osg-ydzs-eknow002-group-1-v8-85b778dcdd-84lll                 61m          2392Mi          
osg-ydzs-eknow002-group-1-v8-85b778dcdd-8mcps                 64m          2422Mi          
osg-ydzs-eknow002-group-1-v8-85b778dcdd-rzgbk                 61m          2403Mi          
osg-ydzs-eknow002-group-1-v8-85b778dcdd-t8shp                 55m          2407Mi          
