NAME                                                              CPU(cores)   MEMORY(bytes)   
emss-cuc-custmanage-inner-subdomain-group-1-v14-7b4466c56f9qrnj   55m          1535Mi          
emss-cuc-custmanage-inner-subdomain-group-1-v14-7b4466c56fc9cbb   48m          1539Mi          
emss-cuc-custmanage-inner-subdomain-group-1-v14-7b4466c56fhbnjb   23m          1544Mi          
emss-cuc-custmanage-inner-subdomain-group-1-v14-7b4466c56fllv2v   42m          1503Mi          
emss-cuc-custmanage-inner-subdomain-group-1-v14-7b4466c56fndjf5   25m          1544Mi          
emss-cuc-custmanage-inner-subdomain-group-1-v14-7b4466c56fp2hx7   31m          1499Mi          
emss-cuc-custmanage-inner-subdomain-group-1-v14-7b4466c56fpt4sh   21m          1555Mi          
emss-cuc-custmanage-inner-subdomain-group-1-v14-7b4466c56fwkcj8   21m          1542Mi          
emss-cuc-custmanage-inner-subdomain-group-1-v14-7b4466c56fxzb27   22m          1543Mi          
emss-cuc-custmanage-inner-subdomain-group-1-v14-7b4466c56fxzjcw   22m          1545Mi          
emss-cuc-custmanage-inner-subdomain-group-1-v14-7b4466c56fz9dh4   21m          1553Mi          
emss-cuc-custmanage-inner-subdomain-group-1-v14-7b4466c56fzbh9c   23m          1536Mi          
emss-cuc-oracle-inner-data-group-1-v17-fb9d5b85d-4mk4f            95m          1611Mi          
emss-cuc-oracle-inner-data-group-1-v17-fb9d5b85d-7nwzx            46m          1615Mi          
emss-cuc-oracle-inner-data-group-1-v17-fb9d5b85d-88lhl            18m          1606Mi          
emss-cuc-oracle-inner-data-group-1-v17-fb9d5b85d-9hhdw            24m          1590Mi          
emss-cuc-oracle-inner-data-group-1-v17-fb9d5b85d-d5v5b            32m          1607Mi          
emss-cuc-oracle-inner-data-group-1-v17-fb9d5b85d-dn5kh            20m          1599Mi          
emss-cuc-oracle-inner-data-group-1-v17-fb9d5b85d-fzkvj            41m          1587Mi          
emss-cuc-oracle-inner-data-group-1-v17-fb9d5b85d-kmcmd            20m          1603Mi          
emss-cuc-oracle-inner-data-group-1-v17-fb9d5b85d-ng2cm            19m          1588Mi          
emss-cuc-oracle-inner-data-group-1-v17-fb9d5b85d-rdhk2            23m          1579Mi          
emss-cuc-oracle-inner-data-group-1-v17-fb9d5b85d-swcwp            30m          1618Mi          
emss-iea-effanalysis-front-group-1-v19-569d8c6b6-c474m            45m          3471Mi          
emss-iea-effanalysis-front-group-1-v19-569d8c6b6-gxrhs            60m          3429Mi          
emss-iea-effanalysis-front-group-1-v19-569d8c6b6-h6hp5            63m          3463Mi          
emss-iea-effanalysis-front-group-1-v19-569d8c6b6-r5gf7            57m          3472Mi          
emss-iea-effanalysis-front-group-1-v19-569d8c6b6-xgnq6            35m          3542Mi          
emss-iea-effanalysis-front-group-1-v19-569d8c6b6-zw67m            29m          3558Mi          
emss-iea-energy-front-group-1-v14-5ff48bc647-2hr2b                52m          2009Mi          
emss-iea-energy-front-group-1-v14-5ff48bc647-4whb6                36m          1862Mi          
emss-iea-energy-front-group-1-v14-5ff48bc647-5hlwv                55m          2000Mi          
emss-iea-energy-front-group-1-v14-5ff48bc647-mjc7k                26m          1863Mi          
emss-iea-energy-front-group-1-v14-5ff48bc647-mmpgm                38m          1975Mi          
emss-iea-energy-front-group-1-v14-5ff48bc647-zksh2                24m          1856Mi          
emss-oma-activity-front-group-1-v11-66c6c89554-8qx4d              56m          2619Mi          
emss-oma-activity-front-group-1-v11-66c6c89554-hgxk4              74m          2657Mi          
emss-oma-activity-front-group-1-v11-66c6c89554-qnx6s              52m          2593Mi          
emss-oma-activity-front-group-1-v11-66c6c89554-vfkg6              81m          2639Mi          
emss-oma-appset-front-group-1-v6-746948fff8-jdmlh                 27m          1588Mi          
emss-oma-appset-front-group-1-v6-746948fff8-lj6gj                 16m          1599Mi          
emss-oma-appset-front-group-1-v6-746948fff8-q9ght                 10m          1582Mi          
emss-oma-appset-front-group-1-v6-746948fff8-zhv5h                 14m          1608Mi          
emss-oma-configuration-front-group-1-v15-75656cd8cd-ct5rh         28m          2771Mi          
emss-oma-configuration-front-group-1-v15-75656cd8cd-dj9t5         28m          2771Mi          
emss-oma-content-front-group-1-v6-6bdd4ff5b7-6jwjt                13m          1597Mi          
emss-oma-content-front-group-1-v6-6bdd4ff5b7-f68hn                24m          1586Mi          
emss-oma-content-front-group-1-v6-6bdd4ff5b7-j4nj6                27m          1588Mi          
emss-oma-content-front-group-1-v6-6bdd4ff5b7-lbslz                10m          1581Mi          
emss-oma-share-front-group-1-v15-5d868cd859-988dc                 25m          1608Mi          
emss-oma-share-front-group-1-v15-5d868cd859-cfvl6                 47m          1603Mi          
emss-oma-share-front-group-1-v15-5d868cd859-qr7sv                 15m          1663Mi          
emss-oma-share-front-group-1-v15-5d868cd859-x7mqs                 30m          1623Mi          
emss-omp-configuration-subdomain-group-1-v9-c6f6d9ddd-djg8w       14m          1569Mi          
emss-omp-configuration-subdomain-group-1-v9-c6f6d9ddd-szz7c       11m          1566Mi          
emss-omp-configuration-subdomain-group-1-v9-c6f6d9ddd-tnkfz       27m          1575Mi          
emss-omp-configuration-subdomain-group-1-v9-c6f6d9ddd-xdnln       13m          1574Mi          
emss-pva-backflow-front-group-1-v12-868687778-8wdxf               79m          2460Mi          
emss-pva-backflow-front-group-1-v12-868687778-k6mf6               46m          2448Mi          
emss-pva-backflow-front-group-1-v12-868687778-kpcbn               50m          2508Mi          
emss-uia-comprehensive-inner-front-group-1-v5-6446754c75-452ck    22m          2192Mi          
emss-uia-comprehensive-inner-front-group-1-v5-6446754c75-52p99    30m          2173Mi          
emss-uia-comprehensive-inner-front-group-1-v5-6446754c75-6wgnb    16m          2143Mi          
emss-uia-comprehensive-inner-front-group-1-v5-6446754c75-8z88c    33m          2145Mi          
emss-uia-comprehensive-inner-front-group-1-v5-6446754c75-csrl7    52m          2170Mi          
emss-uia-comprehensive-inner-front-group-1-v5-6446754c75-jjstx    47m          2164Mi          
emss-uia-comprehensive-inner-front-group-1-v5-6446754c75-lhv2g    50m          2262Mi          
emss-uia-comprehensive-inner-front-group-1-v5-6446754c75-p9j9r    25m          2230Mi          
emss-uia-comprehensive-inner-front-group-1-v5-6446754c75-rcvll    31m          2149Mi          
emss-uia-comprehensive-inner-front-group-1-v5-6446754c75-zvzmz    32m          2151Mi          
emss-uia-serothers-front-group-1-v11-5b8d7dd8c-56z98              62m          1583Mi          
emss-uia-serothers-front-group-1-v11-5b8d7dd8c-k6dt2              29m          1604Mi          
emss-uia-serothers-front-group-1-v11-5b8d7dd8c-nk5g4              44m          1581Mi          
emss-uia-serothers-front-group-1-v11-5b8d7dd8c-rm6qq              55m          1580Mi          
emss-uia-serothers-front-group-1-v11-5b8d7dd8c-wlfdj              65m          1584Mi          
emss-uia-serothers-front-group-1-v11-5b8d7dd8c-zmmf5              50m          1610Mi          
emss-woc-task-inner-subdomain-group-1-v13-5f67ff59f5-6g4cs        36m          2378Mi          
emss-woc-task-inner-subdomain-group-1-v13-5f67ff59f5-mz2lp        17m          2373Mi          
osg-bcpis0001-group-1-v7-649c4b78b9-22h2t                         56m          3625Mi          
osg-bcpis0001-group-1-v7-649c4b78b9-2gxmj                         26m          3643Mi          
osg-bcpis0001-group-1-v7-649c4b78b9-2s8vh                         25m          3640Mi          
osg-bcpis0001-group-1-v7-649c4b78b9-4n84x                         28m          3584Mi          
osg-bcpis0001-group-1-v7-649c4b78b9-4njr5                         23m          3644Mi          
osg-bcpis0001-group-1-v7-649c4b78b9-5n52j                         56m          3631Mi          
osg-bcpis0001-group-1-v7-649c4b78b9-5rgvr                         49m          3607Mi          
osg-bcpis0001-group-1-v7-649c4b78b9-64gmr                         58m          3641Mi          
osg-bcpis0001-group-1-v7-649c4b78b9-65q8x                         57m          3623Mi          
osg-bcpis0001-group-1-v7-649c4b78b9-6b79g                         40m          3665Mi          
osg-bcpis0001-group-1-v7-649c4b78b9-6n2kn                         29m          3668Mi          
osg-bcpis0001-group-1-v7-649c4b78b9-7njhf                         31m          3486Mi          
osg-bcpis0001-group-1-v7-649c4b78b9-8962n                         52m          3637Mi          
osg-bcpis0001-group-1-v7-649c4b78b9-8kxpt                         22m          3580Mi          
osg-bcpis0001-group-1-v7-649c4b78b9-8lpls                         57m          3513Mi          
osg-bcpis0001-group-1-v7-649c4b78b9-8qh8c                         28m          3418Mi          
osg-bcpis0001-group-1-v7-649c4b78b9-8tjq7                         41m          3506Mi          
osg-bcpis0001-group-1-v7-649c4b78b9-9dvmz                         52m          3506Mi          
osg-bcpis0001-group-1-v7-649c4b78b9-9fj56                         28m          3623Mi          
osg-bcpis0001-group-1-v7-649c4b78b9-9pw2m                         37m          3484Mi          
osg-bcpis0001-group-1-v7-649c4b78b9-bs4jd                         29m          3650Mi          
osg-bcpis0001-group-1-v7-649c4b78b9-bzn84                         31m          3480Mi          
osg-bcpis0001-group-1-v7-649c4b78b9-ccfs6                         52m          3591Mi          
osg-bcpis0001-group-1-v7-649c4b78b9-ckdhn                         29m          3231Mi          
osg-bcpis0001-group-1-v7-649c4b78b9-dr6k6                         41m          3660Mi          
osg-bcpis0001-group-1-v7-649c4b78b9-f9s6s                         30m          3474Mi          
osg-bcpis0001-group-1-v7-649c4b78b9-fdszl                         24m          3588Mi          
osg-bcpis0001-group-1-v7-649c4b78b9-fmrtr                         27m          3507Mi          
osg-bcpis0001-group-1-v7-649c4b78b9-fwtrl                         65m          3546Mi          
osg-bcpis0001-group-1-v7-649c4b78b9-gv2zb                         42m          3419Mi          
osg-bcpis0001-group-1-v7-649c4b78b9-gwqkh                         58m          3558Mi          
osg-bcpis0001-group-1-v7-649c4b78b9-hdxvq                         27m          3327Mi          
osg-bcpis0001-group-1-v7-649c4b78b9-hpsbq                         25m          3270Mi          
osg-bcpis0001-group-1-v7-649c4b78b9-jf77c                         22m          3345Mi          
osg-bcpis0001-group-1-v7-649c4b78b9-jgbzq                         31m          3674Mi          
osg-bcpis0001-group-1-v7-649c4b78b9-jgxmj                         61m          3603Mi          
osg-bcpis0001-group-1-v7-649c4b78b9-jrmw9                         48m          3628Mi          
osg-bcpis0001-group-1-v7-649c4b78b9-k5bh6                         28m          3488Mi          
osg-bcpis0001-group-1-v7-649c4b78b9-kkz59                         23m          3539Mi          
osg-bcpis0001-group-1-v7-649c4b78b9-l55jf                         32m          3667Mi          
osg-bcpis0001-group-1-v7-649c4b78b9-lgqxb                         31m          3604Mi          
osg-bcpis0001-group-1-v7-649c4b78b9-lkq7b                         27m          3662Mi          
osg-bcpis0001-group-1-v7-649c4b78b9-lxzm6                         23m          3587Mi          
osg-bcpis0001-group-1-v7-649c4b78b9-m8v92                         27m          3562Mi          
osg-bcpis0001-group-1-v7-649c4b78b9-mfz5l                         55m          3636Mi          
osg-bcpis0001-group-1-v7-649c4b78b9-mgc59                         37m          3661Mi          
osg-bcpis0001-group-1-v7-649c4b78b9-nnqjk                         24m          3684Mi          
osg-bcpis0001-group-1-v7-649c4b78b9-prrp7                         49m          3645Mi          
osg-bcpis0001-group-1-v7-649c4b78b9-pw859                         26m          3672Mi          
osg-bcpis0001-group-1-v7-649c4b78b9-pws6r                         57m          3625Mi          
osg-bcpis0001-group-1-v7-649c4b78b9-pz258                         29m          3519Mi          
osg-bcpis0001-group-1-v7-649c4b78b9-qjwnt                         58m          3670Mi          
osg-bcpis0001-group-1-v7-649c4b78b9-ql97s                         49m          3656Mi          
osg-bcpis0001-group-1-v7-649c4b78b9-qtmhf                         29m          3652Mi          
osg-bcpis0001-group-1-v7-649c4b78b9-r6vvq                         51m          3630Mi          
osg-bcpis0001-group-1-v7-649c4b78b9-rcx79                         30m          3666Mi          
osg-bcpis0001-group-1-v7-649c4b78b9-sdwkr                         26m          3529Mi          
osg-bcpis0001-group-1-v7-649c4b78b9-skk9z                         67m          3450Mi          
osg-bcpis0001-group-1-v7-649c4b78b9-tl6fp                         43m          3101Mi          
osg-bcpis0001-group-1-v7-649c4b78b9-trxj5                         54m          3613Mi          
osg-bcpis0001-group-1-v7-649c4b78b9-vrp8m                         50m          3473Mi          
osg-bcpis0001-group-1-v7-649c4b78b9-w5bs9                         25m          3624Mi          
osg-bcpis0001-group-1-v7-649c4b78b9-wzxtx                         52m          3639Mi          
osg-bcpis0001-group-1-v7-649c4b78b9-xgr4t                         22m          3689Mi          
osg-bcpis0001-group-1-v7-649c4b78b9-xrdhr                         31m          3689Mi          
osg-bcpis0001-group-1-v7-649c4b78b9-z9gwr                         46m          3648Mi          
osg-bcpis0001-group-1-v7-649c4b78b9-zjx6x                         22m          3673Mi          
osg-bcpis0001-group-1-v7-649c4b78b9-znrkm                         22m          3554Mi          
osg-bcpis0008-group-1-v9-5c899dc74-5zc7j                          26m          1506Mi          
osg-bcpis0008-group-1-v9-5c899dc74-q5pj7                          22m          1547Mi          
osg-bcpis0008-group-1-v9-5c899dc74-tqwws                          10m          1544Mi          
osg-bcpis0008-group-1-v9-5c899dc74-w65qz                          26m          1513Mi          
osg-bcpis0008-group-1-v9-5c899dc74-wxs44                          30m          1530Mi          
osg-cz1001-group-1-v6-8694d985f7-n4dvs                            12m          2383Mi          
osg-cz1001-group-1-v6-8694d985f7-pr6d6                            24m          2390Mi          
osg-dr0001-gbase-group-1-v17-6d975fbfc5-5bk9v                     32m          1587Mi          
osg-dr0001-gbase-group-1-v17-6d975fbfc5-5hlmm                     34m          1555Mi          
osg-dr0001-gbase-group-1-v17-6d975fbfc5-5srn9                     54m          1582Mi          
osg-dr0001-gbase-group-1-v17-6d975fbfc5-5znch                     47m          1586Mi          
osg-dr0001-gbase-group-1-v17-6d975fbfc5-662hs                     34m          1583Mi          
osg-dr0001-gbase-group-1-v17-6d975fbfc5-6bdnn                     31m          1579Mi          
osg-dr0001-gbase-group-1-v17-6d975fbfc5-6vjb6                     26m          1571Mi          
osg-dr0001-gbase-group-1-v17-6d975fbfc5-7ld4j                     28m          1558Mi          
osg-dr0001-gbase-group-1-v17-6d975fbfc5-92cc2                     28m          1578Mi          
osg-dr0001-gbase-group-1-v17-6d975fbfc5-bb6jv                     30m          1578Mi          
osg-dr0001-gbase-group-1-v17-6d975fbfc5-bgwwv                     25m          1556Mi          
osg-dr0001-gbase-group-1-v17-6d975fbfc5-c7nrq                     47m          1587Mi          
osg-dr0001-gbase-group-1-v17-6d975fbfc5-cbgw2                     29m          1599Mi          
osg-dr0001-gbase-group-1-v17-6d975fbfc5-cckkk                     36m          1567Mi          
osg-dr0001-gbase-group-1-v17-6d975fbfc5-cqqk7                     51m          1608Mi          
osg-dr0001-gbase-group-1-v17-6d975fbfc5-cxg4m                     30m          1597Mi          
osg-dr0001-gbase-group-1-v17-6d975fbfc5-d4z7c                     63m          1605Mi          
osg-dr0001-gbase-group-1-v17-6d975fbfc5-g26k5                     32m          1563Mi          
osg-dr0001-gbase-group-1-v17-6d975fbfc5-g7msf                     29m          1573Mi          
osg-dr0001-gbase-group-1-v17-6d975fbfc5-jfs9w                     27m          1589Mi          
osg-dr0001-gbase-group-1-v17-6d975fbfc5-jgrtx                     58m          1597Mi          
osg-dr0001-gbase-group-1-v17-6d975fbfc5-k7cht                     25m          1603Mi          
osg-dr0001-gbase-group-1-v17-6d975fbfc5-kdgkf                     24m          1563Mi          
osg-dr0001-gbase-group-1-v17-6d975fbfc5-kr4hq                     32m          1596Mi          
osg-dr0001-gbase-group-1-v17-6d975fbfc5-kt6s5                     46m          1590Mi          
osg-dr0001-gbase-group-1-v17-6d975fbfc5-l9qg4                     26m          1589Mi          
osg-dr0001-gbase-group-1-v17-6d975fbfc5-llr5c                     30m          1614Mi          
osg-dr0001-gbase-group-1-v17-6d975fbfc5-p462x                     51m          1572Mi          
osg-dr0001-gbase-group-1-v17-6d975fbfc5-pg9hh                     53m          1564Mi          
osg-dr0001-gbase-group-1-v17-6d975fbfc5-pgd2j                     55m          1572Mi          
osg-dr0001-gbase-group-1-v17-6d975fbfc5-qbt6c                     28m          1589Mi          
osg-dr0001-gbase-group-1-v17-6d975fbfc5-r8wr8                     58m          1588Mi          
osg-dr0001-gbase-group-1-v17-6d975fbfc5-tbz2g                     25m          1588Mi          
osg-dr0001-gbase-group-1-v17-6d975fbfc5-tm5hh                     31m          1563Mi          
osg-dr0001-gbase-group-1-v17-6d975fbfc5-tssw6                     55m          1566Mi          
osg-dr0001-gbase-group-1-v17-6d975fbfc5-v59s5                     31m          1572Mi          
osg-dr0001-gbase-group-1-v17-6d975fbfc5-vrrz6                     25m          1571Mi          
osg-dr0001-gbase-group-1-v17-6d975fbfc5-wnvrq                     51m          1564Mi          
osg-dr0001-gbase-group-1-v17-6d975fbfc5-ws6v9                     52m          1596Mi          
osg-dr0001-gbase-group-1-v17-6d975fbfc5-wzlbr                     60m          1577Mi          
osg-dr0001-gbase-group-1-v17-6d975fbfc5-x97bk                     40m          1597Mi          
osg-dr0009-group-1-v6-5675668868-gv5fb                            22m          2338Mi          
osg-dr0009-group-1-v6-5675668868-k84k8                            22m          2331Mi          
osg-dr0009-group-1-v6-5675668868-khnwn                            44m          2331Mi          
osg-dr0009-group-1-v6-5675668868-kwkfm                            20m          2327Mi          
osg-dr0009-group-1-v6-5675668868-m4sc8                            39m          2358Mi          
osg-dr0009-group-1-v6-5675668868-s784w                            50m          2356Mi          
osg-dr0009-group-1-v6-5675668868-sqszj                            40m          2355Mi          
osg-dr0009-group-1-v6-5675668868-v5mk4                            17m          2330Mi          
osg-dr0009-group-1-v6-5675668868-vdwdq                            38m          2356Mi          
osg-dr0009-group-1-v6-5675668868-vxl8w                            40m          2353Mi          
osg-dr0009-group-1-v6-5675668868-z44x2                            37m          2349Mi          
osg-dr0009-group-1-v6-5675668868-zhwwm                            42m          2355Mi          
osg-dr0013-group-1-v6-6b6c88df47-n6tmq                            36m          2501Mi          
osg-dr0013-group-1-v6-6b6c88df47-smdxw                            30m          2494Mi          
osg-emss0001-group-1-v17-5d99b6997d-22lkw                         131m         5989Mi          
osg-emss0001-group-1-v17-5d99b6997d-22tmt                         81m          6012Mi          
osg-emss0001-group-1-v17-5d99b6997d-27q8w                         84m          5946Mi          
osg-emss0001-group-1-v17-5d99b6997d-29j24                         78m          5745Mi          
osg-emss0001-group-1-v17-5d99b6997d-2qgbx                         65m          6447Mi          
osg-emss0001-group-1-v17-5d99b6997d-4kl67                         98m          5973Mi          
osg-emss0001-group-1-v17-5d99b6997d-56mhh                         72m          6457Mi          
osg-emss0001-group-1-v17-5d99b6997d-57szt                         139m         6056Mi          
osg-emss0001-group-1-v17-5d99b6997d-59hpt                         131m         5911Mi          
osg-emss0001-group-1-v17-5d99b6997d-5bgmn                         147m         6326Mi          
osg-emss0001-group-1-v17-5d99b6997d-5xxk5                         66m          6019Mi          
osg-emss0001-group-1-v17-5d99b6997d-64k5m                         139m         6357Mi          
osg-emss0001-group-1-v17-5d99b6997d-6b78w                         64m          5788Mi          
osg-emss0001-group-1-v17-5d99b6997d-6d58v                         157m         6417Mi          
osg-emss0001-group-1-v17-5d99b6997d-6dwk8                         121m         6383Mi          
osg-emss0001-group-1-v17-5d99b6997d-72pms                         149m         6398Mi          
osg-emss0001-group-1-v17-5d99b6997d-74cnb                         143m         6003Mi          
osg-emss0001-group-1-v17-5d99b6997d-7k2qs                         153m         5984Mi          
osg-emss0001-group-1-v17-5d99b6997d-87z2f                         153m         6153Mi          
osg-emss0001-group-1-v17-5d99b6997d-89496                         84m          5780Mi          
osg-emss0001-group-1-v17-5d99b6997d-8m9fx                         89m          6454Mi          
osg-emss0001-group-1-v17-5d99b6997d-8t6ld                         79m          5766Mi          
osg-emss0001-group-1-v17-5d99b6997d-8xrtl                         135m         6204Mi          
osg-emss0001-group-1-v17-5d99b6997d-94wdg                         169m         6359Mi          
osg-emss0001-group-1-v17-5d99b6997d-9gsg8                         159m         6348Mi          
osg-emss0001-group-1-v17-5d99b6997d-9m2vn                         152m         5795Mi          
osg-emss0001-group-1-v17-5d99b6997d-9qqpp                         80m          5988Mi          
osg-emss0001-group-1-v17-5d99b6997d-9sj7m                         113m         5879Mi          
osg-emss0001-group-1-v17-5d99b6997d-b2ccz                         163m         6382Mi          
osg-emss0001-group-1-v17-5d99b6997d-bbsp2                         93m          6027Mi          
osg-emss0001-group-1-v17-5d99b6997d-bpkmf                         70m          5777Mi          
osg-emss0001-group-1-v17-5d99b6997d-bw27t                         127m         6393Mi          
osg-emss0001-group-1-v17-5d99b6997d-bxbbk                         66m          5850Mi          
osg-emss0001-group-1-v17-5d99b6997d-c5f6n                         104m         5882Mi          
osg-emss0001-group-1-v17-5d99b6997d-d86rq                         67m          5880Mi          
osg-emss0001-group-1-v17-5d99b6997d-dcpcd                         141m         5813Mi          
osg-emss0001-group-1-v17-5d99b6997d-drsbz                         73m          5974Mi          
osg-emss0001-group-1-v17-5d99b6997d-f2mkz                         127m         6395Mi          
osg-emss0001-group-1-v17-5d99b6997d-gf25h                         146m         6354Mi          
osg-emss0001-group-1-v17-5d99b6997d-gj8xg                         57m          5888Mi          
osg-emss0001-group-1-v17-5d99b6997d-gndg8                         138m         6441Mi          
osg-emss0001-group-1-v17-5d99b6997d-hcpgd                         55m          5762Mi          
osg-emss0001-group-1-v17-5d99b6997d-hdw7k                         85m          6414Mi          
osg-emss0001-group-1-v17-5d99b6997d-htxms                         96m          6012Mi          
osg-emss0001-group-1-v17-5d99b6997d-jfvqv                         154m         6366Mi          
osg-emss0001-group-1-v17-5d99b6997d-jn6sf                         67m          6011Mi          
osg-emss0001-group-1-v17-5d99b6997d-jrwx5                         115m         5959Mi          
osg-emss0001-group-1-v17-5d99b6997d-jz78f                         75m          5819Mi          
osg-emss0001-group-1-v17-5d99b6997d-k77qr                         116m         5976Mi          
osg-emss0001-group-1-v17-5d99b6997d-k9xw9                         68m          5870Mi          
osg-emss0001-group-1-v17-5d99b6997d-kbqmc                         74m          5964Mi          
osg-emss0001-group-1-v17-5d99b6997d-kqrh8                         64m          6407Mi          
osg-emss0001-group-1-v17-5d99b6997d-lccw6                         111m         5976Mi          
osg-emss0001-group-1-v17-5d99b6997d-lhjs8                         130m         6395Mi          
osg-emss0001-group-1-v17-5d99b6997d-lx6sz                         104m         6347Mi          
osg-emss0001-group-1-v17-5d99b6997d-m7rpm                         147m         5995Mi          
osg-emss0001-group-1-v17-5d99b6997d-mlcrk                         68m          5907Mi          
osg-emss0001-group-1-v17-5d99b6997d-mpszt                         147m         6006Mi          
osg-emss0001-group-1-v17-5d99b6997d-n5bq8                         145m         6421Mi          
osg-emss0001-group-1-v17-5d99b6997d-n9mbm                         123m         6395Mi          
osg-emss0001-group-1-v17-5d99b6997d-ngt45                         94m          5996Mi          
osg-emss0001-group-1-v17-5d99b6997d-pg6fj                         137m         5816Mi          
osg-emss0001-group-1-v17-5d99b6997d-pndpb                         132m         5901Mi          
osg-emss0001-group-1-v17-5d99b6997d-pwkgp                         142m         6413Mi          
osg-emss0001-group-1-v17-5d99b6997d-qqql2                         148m         6030Mi          
osg-emss0001-group-1-v17-5d99b6997d-rb744                         112m         6334Mi          
osg-emss0001-group-1-v17-5d99b6997d-rvwvl                         160m         5891Mi          
osg-emss0001-group-1-v17-5d99b6997d-s7gcd                         128m         6458Mi          
osg-emss0001-group-1-v17-5d99b6997d-s9crl                         79m          5958Mi          
osg-emss0001-group-1-v17-5d99b6997d-sdvzv                         84m          5810Mi          
osg-emss0001-group-1-v17-5d99b6997d-smjmg                         76m          5981Mi          
osg-emss0001-group-1-v17-5d99b6997d-stxx8                         153m         5907Mi          
osg-emss0001-group-1-v17-5d99b6997d-swsd5                         94m          5892Mi          
osg-emss0001-group-1-v17-5d99b6997d-t25vp                         67m          5980Mi          
osg-emss0001-group-1-v17-5d99b6997d-tkxmn                         101m         6021Mi          
osg-emss0001-group-1-v17-5d99b6997d-ttxmb                         82m          6417Mi          
osg-emss0001-group-1-v17-5d99b6997d-tvwr5                         59m          5926Mi          
osg-emss0001-group-1-v17-5d99b6997d-vf8w8                         79m          6013Mi          
osg-emss0001-group-1-v17-5d99b6997d-vgnnm                         89m          5903Mi          
osg-emss0001-group-1-v17-5d99b6997d-vhs7q                         83m          5807Mi          
osg-emss0001-group-1-v17-5d99b6997d-vqzx9                         63m          5766Mi          
osg-emss0001-group-1-v17-5d99b6997d-w29fl                         79m          5766Mi          
osg-emss0001-group-1-v17-5d99b6997d-wbclp                         156m         5952Mi          
osg-emss0001-group-1-v17-5d99b6997d-wq84b                         135m         6030Mi          
osg-emss0001-group-1-v17-5d99b6997d-wrcsk                         71m          5993Mi          
osg-emss0001-group-1-v17-5d99b6997d-wvv2n                         125m         6398Mi          
osg-emss0001-group-1-v17-5d99b6997d-x2zs4                         132m         6023Mi          
osg-emss0001-group-1-v17-5d99b6997d-x5dqw                         114m         6097Mi          
osg-emss0001-group-1-v17-5d99b6997d-x8z4h                         69m          5986Mi          
osg-emss0001-group-1-v17-5d99b6997d-xgmrj                         67m          6400Mi          
osg-emss0001-group-1-v17-5d99b6997d-xgmt5                         57m          5856Mi          
osg-emss0001-group-1-v17-5d99b6997d-xmm4n                         76m          5797Mi          
osg-emss0001-group-1-v17-5d99b6997d-xn9hp                         134m         6357Mi          
osg-emss0001-group-1-v17-5d99b6997d-xrl2l                         64m          5881Mi          
osg-emss0001-group-1-v17-5d99b6997d-zxrwv                         115m         5991Mi          
osg-emss0002-group-1-v7-6b4b897d4-292z7                           34m          2725Mi          
osg-emss0002-group-1-v7-6b4b897d4-4bztj                           76m          2754Mi          
osg-emss0002-group-1-v7-6b4b897d4-4qxlx                           37m          2757Mi          
osg-emss0002-group-1-v7-6b4b897d4-69wqh                           81m          2734Mi          
osg-emss0002-group-1-v7-6b4b897d4-7g85m                           85m          2729Mi          
osg-emss0002-group-1-v7-6b4b897d4-7n929                           82m          2750Mi          
osg-emss0002-group-1-v7-6b4b897d4-7pvrc                           39m          2732Mi          
osg-emss0002-group-1-v7-6b4b897d4-896q9                           39m          2730Mi          
osg-emss0002-group-1-v7-6b4b897d4-8gxhw                           56m          2769Mi          
osg-emss0002-group-1-v7-6b4b897d4-8l86p                           96m          2767Mi          
osg-emss0002-group-1-v7-6b4b897d4-bf4zq                           95m          2741Mi          
osg-emss0002-group-1-v7-6b4b897d4-bqll8                           34m          2739Mi          
osg-emss0002-group-1-v7-6b4b897d4-bt6kr                           57m          2746Mi          
osg-emss0002-group-1-v7-6b4b897d4-btmvj                           45m          2738Mi          
osg-emss0002-group-1-v7-6b4b897d4-c66fl                           54m          2734Mi          
osg-emss0002-group-1-v7-6b4b897d4-cj2q5                           90m          2749Mi          
osg-emss0002-group-1-v7-6b4b897d4-dcfnf                           35m          2727Mi          
osg-emss0002-group-1-v7-6b4b897d4-dgd9x                           42m          2735Mi          
osg-emss0002-group-1-v7-6b4b897d4-dnfqm                           82m          2747Mi          
osg-emss0002-group-1-v7-6b4b897d4-htqz8                           44m          2768Mi          
osg-emss0002-group-1-v7-6b4b897d4-jd4k9                           53m          2723Mi          
osg-emss0002-group-1-v7-6b4b897d4-jwsql                           59m          2762Mi          
osg-emss0002-group-1-v7-6b4b897d4-k49bj                           51m          2732Mi          
osg-emss0002-group-1-v7-6b4b897d4-lsb58                           48m          2730Mi          
osg-emss0002-group-1-v7-6b4b897d4-lszbx                           108m         2744Mi          
osg-emss0002-group-1-v7-6b4b897d4-m955c                           72m          2754Mi          
osg-emss0002-group-1-v7-6b4b897d4-mfdsx                           46m          2736Mi          
osg-emss0002-group-1-v7-6b4b897d4-ns74v                           84m          2733Mi          
osg-emss0002-group-1-v7-6b4b897d4-qhtl7                           86m          2768Mi          
osg-emss0002-group-1-v7-6b4b897d4-qjffl                           55m          2731Mi          
osg-emss0002-group-1-v7-6b4b897d4-qnrgn                           101m         2754Mi          
