NAME                                                              CPU(cores)   MEMORY(bytes)   
osg-dr0008-inner2-group-1-v8-f5bfccbfc-dr8kn                      19m          1536Mi          
osg-dr0008-inner2-group-1-v8-f5bfccbfc-gsr6p                      23m          1523Mi          
osg-dr0008-inner2-group-1-v8-f5bfccbfc-kkdwf                      22m          1505Mi          
osg-dr0008-inner2-group-1-v8-f5bfccbfc-pmmqc                      17m          1531Mi          
osg-dr0008-inner2-group-1-v8-f5bfccbfc-rd7xl                      24m          1507Mi          
osg-dr0008-inner2-group-1-v8-f5bfccbfc-vr2xq                      18m          1514Mi          
osg-dr0008-inner2-group-1-v8-f5bfccbfc-zm4rk                      21m          1544Mi          
osg-dr0015-group-1-v7-797588dd-c7sg7                              9m           2380Mi          
osg-dr0015-group-1-v7-797588dd-jcnk8                              11m          2356Mi          
osg-dr0016-group-1-v9-7d6d6644b6-bjggk                            15m          2400Mi          
osg-dr0016-group-1-v9-7d6d6644b6-g2ffv                            12m          2421Mi          
osg-oauth20001-group-1-v7-cfd467b8-qs8ts                          15m          2565Mi          
osg-oauth20001-group-1-v7-cfd467b8-t84v7                          20m          2550Mi          
osg-openpf0001-group-1-v14-6646cdd48-kj44q                        11m          2549Mi          
osg-openpf0001-group-1-v14-6646cdd48-xv6dv                        16m          2562Mi          
osg-openpf0003-group-1-v7-94866fcdc-5qw72                         30m          3279Mi          
osg-openpf0003-group-1-v7-94866fcdc-rvcv9                         34m          3289Mi          
osg-openpf0005-group-1-v7-7c5588d96d-jqcmt                        50m          3174Mi          
osg-openpf0005-group-1-v7-7c5588d96d-pr6hc                        60m          3213Mi          
osg-ptidxcalc-dp-group-1-v2-74dd8c45dc-884s7                      13m          1502Mi          
osg-ptidxcalc-dp-group-1-v2-74dd8c45dc-cl8fb                      13m          1354Mi          
osg-ptidxcalc-group-1-v2-785fbcbdd9-cs78j                         31m          1483Mi          
osg-ptidxcalc-group-1-v2-785fbcbdd9-mqdbm                         36m          1480Mi          
osg-scp0004-inner-group-1-v14-7c5fd675b6-9zzjb                    27m          1847Mi          
osg-scp0004-inner-group-1-v14-7c5fd675b6-dbdn5                    22m          1914Mi          
osg-scp0004-inner-group-1-v14-7c5fd675b6-dqstq                    22m          1741Mi          
osg-scp0004-inner-group-1-v14-7c5fd675b6-j2lrz                    23m          1809Mi          
osg-scp0004-inner-group-1-v14-7c5fd675b6-zw49q                    22m          1806Mi          
osg-scp0007-group-1-v15-697b5df9bd-2z4dj                          51m          5591Mi          
osg-scp0007-group-1-v15-697b5df9bd-4wmlx                          50m          5444Mi          
osg-scp0007-group-1-v15-697b5df9bd-5tj4x                          35m          5610Mi          
osg-scp0007-group-1-v15-697b5df9bd-7gnm5                          67m          5616Mi          
osg-scp0007-group-1-v15-697b5df9bd-cqbb2                          62m          5465Mi          
osg-scp0007-group-1-v15-697b5df9bd-k58lm                          57m          5539Mi          
osg-scp0007-group-1-v15-697b5df9bd-nhzfj                          74m          5499Mi          
osg-scp0007-group-1-v15-697b5df9bd-qk8mm                          33m          5733Mi          
osg-scp0009-group-1-v11-7b498796c5-dhq9c                          87m          4512Mi          
osg-scp0009-group-1-v11-7b498796c5-l4c77                          41m          4445Mi          
osg-scp0009-group-1-v11-7b498796c5-rhz89                          49m          4455Mi          
osg-scp0009-group-1-v11-7b498796c5-tf7ps                          47m          4488Mi          
osg-scp0009-group-1-v11-7b498796c5-w7mnc                          42m          4480Mi          
osg-scp0012-group-1-v11-69f857d8bf-2xc4g                          103m         3082Mi          
osg-scp0012-group-1-v11-69f857d8bf-4gtzz                          58m          3206Mi          
osg-scp0012-group-1-v11-69f857d8bf-55cdz                          51m          3164Mi          
osg-scp0012-group-1-v11-69f857d8bf-59qj4                          96m          3141Mi          
osg-scp0012-group-1-v11-69f857d8bf-5jhxc                          49m          3376Mi          
osg-scp0012-group-1-v11-69f857d8bf-74rfh                          38m          3337Mi          
osg-scp0012-group-1-v11-69f857d8bf-7lbln                          47m          3264Mi          
osg-scp0012-group-1-v11-69f857d8bf-7wl2d                          77m          3309Mi          
osg-scp0012-group-1-v11-69f857d8bf-976z9                          52m          3349Mi          
osg-scp0012-group-1-v11-69f857d8bf-9rkc6                          47m          3331Mi          
osg-scp0012-group-1-v11-69f857d8bf-bg7sp                          38m          3151Mi          
osg-scp0012-group-1-v11-69f857d8bf-czbbp                          42m          3088Mi          
osg-scp0012-group-1-v11-69f857d8bf-d6nhf                          102m         3146Mi          
osg-scp0012-group-1-v11-69f857d8bf-dpc42                          54m          3342Mi          
osg-scp0012-group-1-v11-69f857d8bf-fmmbc                          48m          3188Mi          
osg-scp0012-group-1-v11-69f857d8bf-j69wg                          45m          3368Mi          
osg-scp0012-group-1-v11-69f857d8bf-j87l6                          47m          3380Mi          
osg-scp0012-group-1-v11-69f857d8bf-l5hbw                          49m          3309Mi          
osg-scp0012-group-1-v11-69f857d8bf-l8jg9                          49m          3362Mi          
osg-scp0012-group-1-v11-69f857d8bf-mmgt6                          46m          3067Mi          
osg-scp0012-group-1-v11-69f857d8bf-nplkq                          45m          3241Mi          
osg-scp0012-group-1-v11-69f857d8bf-nsxdw                          104m         3152Mi          
osg-scp0012-group-1-v11-69f857d8bf-nxxpp                          41m          3026Mi          
osg-scp0012-group-1-v11-69f857d8bf-p8x6f                          78m          3152Mi          
osg-scp0012-group-1-v11-69f857d8bf-qkksk                          47m          3166Mi          
osg-scp0012-group-1-v11-69f857d8bf-rsxdv                          38m          3349Mi          
osg-scp0012-group-1-v11-69f857d8bf-rwqxt                          55m          3100Mi          
osg-scp0012-group-1-v11-69f857d8bf-stqcz                          45m          3284Mi          
osg-scp0012-group-1-v11-69f857d8bf-tb2nl                          59m          3187Mi          
osg-scp0012-group-1-v11-69f857d8bf-wtpvf                          41m          3316Mi          
osg-scp0012-group-1-v11-69f857d8bf-x2w7d                          91m          3159Mi          
osg-scp0012-group-1-v11-69f857d8bf-zjgvd                          104m         3142Mi          
osg-scp0014-group-1-v2-847f7d4849-2lf59                           22m          2733Mi          
osg-scp0014-group-1-v2-847f7d4849-r9x7m                           12m          2683Mi          
osg-scp0014-group-1-v2-847f7d4849-ztxvp                           32m          2724Mi          
osg-scp0015-group-1-v12-69d799fc49-5wt6c                          36m          1468Mi          
osg-scp0015-group-1-v12-69d799fc49-8nsjh                          21m          1452Mi          
osg-scp0015-group-1-v12-69d799fc49-8t9g5                          24m          1460Mi          
osg-scp0015-group-1-v12-69d799fc49-9x7pl                          17m          1455Mi          
osg-scp0015-group-1-v12-69d799fc49-bwzjt                          19m          1449Mi          
osg-scp0015-group-1-v12-69d799fc49-ddzv6                          14m          1470Mi          
osg-scp0015-group-1-v12-69d799fc49-h74br                          16m          1470Mi          
osg-scp0015-group-1-v12-69d799fc49-kl7pj                          18m          1468Mi          
osg-scp0015-group-1-v12-69d799fc49-l4lqh                          12m          1444Mi          
osg-scp0015-group-1-v12-69d799fc49-qlcgp                          15m          1455Mi          
osg-scp0017-group-1-v12-688bcfd84-cvmb6                           25m          1499Mi          
osg-scp0017-group-1-v12-688bcfd84-d67sm                           23m          1506Mi          
osg-scp0017-group-1-v12-688bcfd84-dtpbz                           39m          1515Mi          
osg-scp0017-group-1-v12-688bcfd84-k7bz7                           33m          1521Mi          
osg-scp0017-group-1-v12-688bcfd84-p8m75                           34m          1522Mi          
osg-scp0017-group-1-v12-688bcfd84-r82fq                           54m          1521Mi          
osg-scp0017-group-1-v12-688bcfd84-sp8vd                           21m          1504Mi          
osg-scp0017-group-1-v12-688bcfd84-tfl2s                           29m          1510Mi          
osg-scp0017-group-1-v12-688bcfd84-w5l8t                           21m          1522Mi          
osg-scp0017-group-1-v12-688bcfd84-w9vz2                           39m          1517Mi          
osg-scp0017-group-1-v12-688bcfd84-wq6wt                           60m          1495Mi          
osg-scp0017-group-1-v12-688bcfd84-x22t4                           23m          1508Mi          
osg-scp0017-group-1-v12-688bcfd84-zhf6l                           29m          1545Mi          
osg-scp0019-group-1-v14-69d7ff6d69-888bj                          10m          6556Mi          
osg-scp0019-group-1-v14-69d7ff6d69-9lw2z                          15m          6807Mi          
osg-scp0019-group-1-v14-69d7ff6d69-d77wt                          28m          6934Mi          
osg-scp0019-group-1-v14-69d7ff6d69-fv726                          11m          6902Mi          
osg-scp0019-group-1-v14-69d7ff6d69-kdm2h                          19m          6616Mi          
osg-scp0019-group-1-v14-69d7ff6d69-m6g8v                          30m          6741Mi          
osg-scp0019-group-1-v14-69d7ff6d69-zbvnj                          11m          6584Mi          
osg-scp0019-group-1-v14-69d7ff6d69-zzgqp                          13m          6367Mi          
osg-scp0021-group-1-v5-5cdc67df6-7kppl                            40m          4988Mi          
osg-scp0021-group-1-v5-5cdc67df6-9b9cz                            35m          5163Mi          
osg-scp0021-group-1-v5-5cdc67df6-dcwf9                            30m          5005Mi          
osg-scp0021-group-1-v5-5cdc67df6-k845m                            25m          5106Mi          
osg-scp0021-group-1-v5-5cdc67df6-z2xmf                            30m          5016Mi          
osg-scp0024-group-1-v4-67d7b75dd7-5jjbd                           26m          3698Mi          
osg-scp0024-group-1-v4-67d7b75dd7-txht5                           22m          3649Mi          
osg-sfai0002-group-1-v5-79db996d9d-4whcb                          44m          1396Mi          
osg-sfai0002-group-1-v5-79db996d9d-xv2ww                          41m          1459Mi          
